Normal,Simple,SARI,METEOR,ROUGE_F,SPEARMAN_CORRELATION,PEARSON_CORRELATION
"La ragazzina prese a carezzare il cagnolino, gentilmente, ma lui sembrava interessarsi solo a Chiazza.",italiano italiano italiano questo questo questo parole parole parole parola parola parola parole parole sono sono sono solo solo solo,35.674,0.0323,0.0,0.3146,0.2263
"Infatti, cominciarono a giocare subito allegramente sull'asteroide.",italiano italiano italiano questo questo questo film film film questo questo lo questo questo cerco cerco cerco questo questo parola,12.7149,0.0,0.0,0.1366,-0.0698
"La cagnetta leccò la mano di Ernesta, come per ringraziarla e corse subito verso il suo amico a quattro zampe.",anche anche anche uomo uomo uomo annuncio annuncio annuncio uomo uomo cerco cerco cerco mio mio mio vita vita vita,17.051,0.0,0.0,0.1342,0.2005
Ernesta lasciò l’asteroide con il suo razzo e continuò ad esplorare lo spazio.,sono sono sono infatti infatti infatti sono sono possono possono possono infatti infatti anche anche anche infatti infatti italiano infatti,16.437,0.0,0.0,-0.117,-0.3376
"Quel giorno aveva fatto la più grande delle sue scoperte: anche nei posti più lontani e nascosti, anche tra le stelle, si possono trovare i propri simili.",anche anche anche infatti infatti infatti anche anche sono anche anche scrivere scrivere scrivere vivere vivere vivere vita vita vita,24.187,0.038,0.0,0.1031,-0.0313
Da molti giorni un forte vento soffiava sul paese di Parapòf.,anche anche anche infatti infatti infatti anche anche film film film sono film film foto foto foto sono sono sono,0.0,0.0,0.0,0.3983,0.0746
"Come tutte le mattine, Ernesta Sparalesta stava ascoltando il notiziario radio, quando una delle notizie la colpì particolarmente.",anche anche anche infatti infatti infatti anche anche film film film sono film film video film film foto foto foto,47.2917,0.0,0.0,0.0167,-0.0617
"Il giorno prima, durante una conferenza all’aperto, una forte raffica di vento aveva fatto volar via il cappello del Presidente Clip.",anche anche anche sono sono sono anche anche infatti anche anche film film film sono sono film film questo film,19.3041,0.0,0.0,-0.0887,-0.3157
Nessuno riusciva più a trovare il cappello del Presidente.,italiano italiano italiano anche anche anche film film film sono sono sono film film questo film film video film film,3.1581,0.0,0.0,-0.0186,0.0653
Ma il cappello sembrava sparito nel nulla.,anche anche anche infatti infatti infatti anche anche uomo uomo uomo infatti uomo uomo cerco cerco cerco cerca cerco cerco,46.158,0.0455,0.0,-0.5558,-0.1921
"""Mauro! Mauro! Il Presidente Clip ha perso il cappello! Dobbiamo cercarlo.""",anche anche anche infatti infatti infatti anche anche film film film sono film film video film film cerco cerco cerco,5.8829,0.0,0.0,-0.0702,-0.222
Mauro era molto affezionato ad Ernesta.,anche anche anche infatti infatti infatti anche anche leggere leggere leggere possono possono possono anche anche scrivere leggere leggere scrivere,31.2698,0.0,0.0,-0.4647,-0.236
Così decise subito di aiutarla a ritrovare il cappello scomparso.,anche anche anche italiano italiano italiano film film film caso film film foto foto foto film film questo film film,0.0,0.0,0.0,0.0657,0.0368
"Mauro mise tutte le sue calcolatrici, i suoi righelli e molti altri strumenti in un grande borsa.",infatti infatti infatti anche anche anche infatti infatti esempio esempio esempio anche anche esempio esempio italiano italiano italiano anche anche,1.9126,0.0,0.0,0.1437,0.0705
Poi uscì per cercare il cappello assieme alla sua amica.,italiano italiano italiano anche anche anche sono sono sono film film film sono sono possono film film questo film film,0.0,0.0,0.0,0.1319,0.1799
Ernesta portò Mauro sul posto della scomparsa.,infatti infatti infatti uomo uomo uomo infatti uomo cerco cerco cerco cerca cerco cerco mio cerco cerco film film film,33.7302,0.0,0.0,0.2131,-0.0698
"Mauro si guardò attorno, pensò a lungo mentre il vento gli scompigliava i cappelli, e poi disse:""È inutile cercare a caso. Per capire dove il vento ha portato il cappello, dobbiamo fare delle misurazioni. Per prima cosa ci serve un Ventoscopio!"".",anche anche anche infatti anche anche sono anche anche film film film sono film film vita vita vita film film,19.2175,0.0,0.0,-0.0365,0.0892
“Che cos’è?” chiese Ernesta.,sono sono sono infatti infatti infatti sono sono possono possono possono infatti infatti possono possono sono sono film film film,0.0,0.0,0.0,-0.0801,0.0186
"“Uno strumento per misurare la forza del vento!” rispose Mauro, e tirò fuori dalla sua borsa uno strano attrezzo coperto di piccole eliche.",infatti infatti infatti anche anche anche infatti infatti sono infatti infatti inoltre infatti infatti uomo uomo uomo infatti infatti essere,4.6483,0.0,0.0,0.2153,-0.0417
Si sistemò il Ventoscopio sulle spalle e si arrampicò su un grosso albero di quercia.,sono infatti infatti infatti italiano italiano italiano sono sono sono infatti sono sono possono possono possono sono sono solo solo,45.0,0.0,0.0,0.2183,0.1455
"Grazie ai calcoli del Ventoscopio, Ernesta scoprì che il vento aveva una forza di ben cento soffi al minuto.",anche anche anche infatti infatti infatti anche anche sono anche anche film film film sono film film caso film film,18.1182,0.0,0.0,-0.1537,-0.0849
"Ora, l’unica cosa che rimaneva da fare era calcolare la direzione del vento.",anche anche anche scrivere scrivere scrivere leggere leggere leggere scrivere scrivere sono sono sono infatti infatti infatti sono sono leggere,20.67,0.0,0.0,0.4874,0.2837
Ma come fare?,infatti infatti infatti anche infatti infatti inoltre infatti infatti sono infatti infatti uomo infatti infatti leggere leggere leggere infatti infatti,0.0,0.0,0.0,-0.265,-0.3612
Facile.,", puntata puntata puntata lunga lunga lunga fine fine fine questa questa questa fine fine film film film questo film",33.3333,0.0,0.0,0.1901,-0.081
"Per capire quale fosse la direzione del vento, Mauro lanciò in aria una manciata di foglie secche e osservò dove volavano.",anche anche anche infatti infatti infatti anche anche sono anche anche film film film sono sono infatti infatti sono sono,16.1782,0.0,0.0,0.2955,0.1048
"Grazie a questi calcoli e a queste misure, Mauro scoprì che il cappello doveva essere finito in cima al campanile.",anche anche anche italiano italiano italiano anche anche film film film sono sono sono film film questo film film caso,27.6963,0.0,0.0,0.2712,0.0749
"Ernesta prese una corda, si arrampicò fino alla cima del campanile, e finalmente recuperò il cappello.",infatti infatti infatti anche infatti infatti parola parola parola parole parola parola cerco cerco cerco parola parola vita parola parola,20.5814,0.0,0.0,0.0136,0.0056
"Ernesta e Mario spazzolarono il cappello, lo profumarono e lo riportarono al Presidente Clip.",sono sono sono infatti infatti infatti sono sono possono possono possono sono sono anche anche infatti infatti film film film,17.6938,0.0,0.0,0.1692,0.3322
"Appena Clip vide il suo amato cappello, corse incontro ad Ernesta e Mauro per abbracciarali.",anche anche anche schermo schermo schermo film film film caso caso caso particolare caso caso frutto frutto frutto caso caso,38.1087,0.0,0.0,-0.1028,0.0515
“Mille volte grazie! Meritate una medaglia per il servizio che mi avete reso” disse,anche anche anche set set set sono sono sono infatti infatti infatti sono sono possono possono possono sono sono anche,46.0317,0.0,0.0,0.2677,-0.1031
"Subito , Ernesta Sparalesta e Mauro ricevettero una medaglia al valore e Ernesta divenne un’eroina al servizio della Nazione, un vero e proprio agente speciale.",sono infatti infatti infatti anche anche anche infatti infatti sono sono sono infatti sono infatti anche infatti sono possono sono,5.0903,0.0,0.0,0.5029,0.3133
Ernesta era molto orgogliosa di quello che aveva fatto!,sono infatti infatti infatti anche anche anche infatti infatti sono sono infatti anche infatti anche uomo uomo uomo infatti uomo,0.0,0.0,0.0,-0.1696,-0.3496
"Da allora, se c’è un mistero da svelare o un problema da risolvere, tutti chiamano l’Agente Speciale Ernesta Sparalesta.",infatti infatti infatti anche infatti infatti uomo uomo uomo infatti uomo infatti infatti frutto frutto frutto uomo uomo un uomo,10.0234,0.0239,0.0,0.0427,0.0709
Tutta la classe era su di giri per la gita allo zoo.,italiano italiano italiano anche anche anche infatti anche anche film film film questo film film video film film foto foto,7.6894,0.0,0.0,0.1843,0.2605
"Allo zoo, c’erano scimmie che saltavano dalle cime degli alberi, zebre che galoppavano lì intorno, e grandi orsi marroni seduti davanti alle loro tane.",ragazzo ragazzo ragazzo giovane giovane giovane ragazzo ragazzo tempo tempo tempo solo solo solo tempo tempo vita vita vita vivere,8.916,0.0,0.0,0.1269,0.0631
"Gli elefanti si dondolavano avanti e indietro nel loro recinto, mentre lì accanto a loro Mamma Leonessa insegnava le buone maniere ai suoi cuccioli.",italiano italiano italiano questo questo questo perché perché perché questo questo solo solo solo questo questo nome questo questo parola,3.4909,0.0,0.0,0.4416,0.3578
"Essendoci tanta gente in giro, la Signorina Bottoni disse alla classe di rimanere uniti.",sono sono sono anche anche anche sono sono film film film sono sono infatti sono sono possono sono sono foto,14.1907,0.0,0.0,0.1379,-0.0336
"La Signorina Bottoni indossava un grande cappello di paglia viola, così i bambini la potevano riconoscere facilmente.",anche anche anche infatti infatti infatti anche anche film film film sono film film video film film questo film film,11.4754,0.0,0.0,0.1323,0.1174
Non voleva perdere nessuno nella folla.,italiano italiano italiano anche anche anche infatti leggere leggere leggere vivere leggere leggere se se se leggere leggere scrivere leggere,17.7976,0.0,0.0,-0.4202,-0.1143
"Sandro e Margherita erano in coppia, proprio dietro a Benedetto e Sofia.",italiano italiano italiano questo questo questo film film film questo questo per per questo questo perché perché questo questo un,0.0,0.0,0.0,0.3345,0.5052
"A Margherita piacevano molto i dolci, e portava con sé un bel sacchetto di caramelle di gelatina di frutta rosa e blu.",anche anche anche italiano anche anche film film film sono sono sono anche anche sono sono film film questo film,6.9146,0.0,0.0,0.2241,-0.0689
Era così impegnata ad osservare gli animali nello zoo che non si accorse che il suo sacchetto aveva sul fondo un minuscolo buco.,italiano italiano italiano questo questo questo parola parola parola parole parole parole parola parola sono sono sono solo solo solo,15.9326,0.0,0.0,0.2001,-0.0795
Le gelatine di Margherita cadevano per terra ogni due passi che faceva.,anche anche anche sono sono sono anche anche italiano italiano italiano anche anche film film film sono sono film film,0.0,0.0,0.0,0.1428,-0.2301
"Nel frattempo, la Signorina Bottoni e la sua classe raggiunsero la gabbia delle scimmie.",anche anche anche infatti infatti infatti anche anche sono anche anche scrivere scrivere scrivere leggere leggere leggere scrivere scrivere fare,12.8205,0.0,0.0,-0.0629,0.0489
"Nella gabbia delle scimmie, c’erano scimmie e gorilla di ogni tipo che scimmiottavano in giro.",infatti infatti infatti anche anche anche infatti infatti sono infatti infatti italiano infatti infatti essere infatti infatti film film film,5.6101,0.0,0.0,0.1583,-0.0597
"Le scritte “ Per favore, non date da mangiare alle scimmie” erano affisse ovunque.",anche anche anche sono sono sono anche anche italiano italiano italiano anche anche film film film sono sono film film,17.4596,0.0,0.0,-0.0793,-0.3302
"Improvvisamente, la gabbia delle scimmie fu piena di visitatori.",infatti infatti infatti anche infatti infatti sono infatti infatti frutto frutto frutto infatti infatti vivere vivere vivere frutto frutto vivere,16.4857,0.0,0.0,-0.4142,0.0177
"C’era una folla così grande nella casa delle scimmie che Margherita e Sandro non riuscivano a vedere la Signorina Bottoni, e neanche la loro classe.",infatti infatti infatti anche anche anche infatti infatti esempio esempio esempio infatti infatti essere essere essere esempio esempio elenco elenco,0.0,0.0,0.0,0.0554,-0.1943
"Margherita e Sandro si guardavano freneticamente attorno e finalmente avvistarono un cappello viola che si allontanava dalla casa delle scimmie, così seguirono velocemente il cappello fino a fuori la gabbia delle scimmie.",anche anche anche infatti infatti infatti anche anche frutto frutto frutto sono sono sono anche anche sono sono infatti infatti,15.628,0.0,0.0,0.0443,-0.3462
"La proprietaria del cappello passò accanto agli alligatori, passò accanto alla Casa del Veleno, poi la proprietaria del cappello girò a sinistra dritta dentro all’acquario.",sono sono sono infatti infatti infatti anche anche anche infatti infatti italiano italiano italiano infatti infatti uomo uomo uomo infatti,3.5719,0.0,0.0,0.2219,-0.0693
Fu solo quando arrivarono dalle meduse che Sandro e Margherita si resero conto che il cappello non apparteneva alla Signorina Bottoni.,anche anche anche infatti infatti infatti anche anche sono sono sono infatti infatti sono sono anche anche film film film,14.787,0.0,0.0,0.0913,0.0261
"Ed avendo tutti e due un cattivo senso dell’orientamento, si persero completamente.",sono sono sono infatti infatti infatti sono sono possono possono possono sono sono film film film sono sono anche film,32.9518,0.0,0.0,-0.0041,-0.2684
"Nel frattempo, la proprietaria del cappello scomparve e non c’era quindi nessuno a cui chiedere aiuto.",italiano italiano italiano questo questo questo sono sono sono questo questo film film film questo questo perché perché perché questo,9.2872,0.0,0.0,0.0907,0.0523
"L’acquario era vuoto, tranne per i pesci che nuotavano in giro.",italiano italiano italiano uomo uomo uomo un uomo uomo solo solo solo uomo uomo stesso solo solo però solo solo,0.0,0.0,0.0,0.4362,0.2247
"Poi, all’improvviso, Sandro e Margherita sentirono un rumore strano dietro di loro.",sono anche anche anche infatti infatti infatti anche anche italiano italiano italiano anche anche sono sono sono infatti infatti sono,0.0,0.0,0.0,0.3372,0.1772
Il rumore era simile a qualcuno che masticava qualcosa di succoso.,italiano italiano italiano anche anche anche sono sono sono anche anche infatti anche anche vivere vivere vivere leggere vivere vivere,8.4133,0.0,0.0,-0.4504,0.0712
Si girarono lentamente e videro Tito che schiacciava una gelatina rosa con i suoi dentini taglienti.,anche anche anche parola parola parola parole parola parola cerco cerco cerco cerca cerco cerco sono sono sono cerco cerco,12.7255,0.0,0.0,0.207,0.2301
"Tito era tutto rosa e blu, da capo a piedi, e scrutava ansiosamente il pavimento in cerca di altre caramelle.",anche anche anche infatti infatti infatti anche anche frutto frutto frutto anche frutto anche anche film film film frutto frutto,5.6006,0.0,0.0,-0.0261,-0.1564
Margherita diede un’occhiata al suo sacchetto vuoto e realizzò che c’era un buco sotto.,sono infatti infatti infatti anche anche anche infatti infatti sono sono infatti sono infatti anche infatti sono anche infatti anche,25.6822,0.0,0.0,0.0097,-0.0196
"A causa del buco, dentro al sacchetto non c’erano più gelatine.",sono sono sono anche anche anche sono sono film film film sono sono infatti infatti sono sono possono sono sono,0.0,0.0,0.0,0.3185,0.2432
"Tito, nel frattempo, decise di tornare dalla sua mamma.",anche anche anche scrivere scrivere scrivere leggere leggere leggere scrivere scrivere vivere vivere vivere leggere leggere vivere vivere vivo vivo,24.3013,0.0,0.0,0.0761,0.052
"Sandro e Margherita seguirono Tito fino alla gabbia delle scimmie, dove trovarono la Signorina Bottoni e Mamma Gorilla tutte e due preoccupatissime alla loro ricerca.",italiano italiano italiano questo questo questo parola parola parola parole parole parole parola parola cerco cerco cerco solo solo solo,13.0639,0.0,0.0,0.0257,-0.1378
"Dopo questo incidente, lo zoo sostituì i pali d’acciaio con vetri antiurto, e a Tito fu dato un lassativo per il suo pancino.",anche anche anche infatti infatti infatti anche anche sono sono sono infatti infatti sono sono possono possono possono anche anche,20.0773,0.0,0.0,0.0974,-0.1014
Tito imparò una volte per tutte a non mangiare mai più nulla di rosa e blu preso da terra.,anche anche anche italiano italiano italiano anche anche film film film sono sono sono film film questo film film caso,22.4772,0.0,0.0,-0.171,-0.3006
Anche Margherita è diventata più attenta.,italiano italiano italiano questo questo questo film film film questo questo mostra mostra mostra mostrare mostra mostra guarda guarda guarda,0.0,0.0,0.0,-0.134,-0.1024
"Ora, Margherita mette in un contenitore le sue gelatine, in modo da non farle più cadere per terra.",anche anche anche infatti anche anche scrivere scrivere scrivere anche scrivere anche anche vivere vivere vivere scrivere scrivere vivere vivere,0.0,0.0,0.0,0.1976,-0.0417
"Una bella e fresca mattina d’estate i due gemelli, Benedetto e Sofia, presero l’autobus diretto al mare con i loro amici, Sandro e Margherita.",anche anche anche infatti infatti anche anche schermo schermo schermo film film film schermo schermo volto volto volto schermo schermo,1.9497,0.0,0.0,0.4782,0.5035
"La notte prima c’era stato un grosso temporale e i bambini decisero di andare alla ricerca di conchiglie e pietre, e di qualunque cosa di interessante sulla spiaggia.",sono infatti infatti infatti anche anche anche infatti infatti sono sono sono infatti sono infatti anche infatti sono anche infatti,10.4787,0.0,0.0,0.2428,-0.2638
Benedetto era appassionato di dinosauri fin da quando era ragazzino e aveva la speranza di trovare dei resti di dinosauro lungo la costa.,anche anche anche infatti infatti infatti anche anche leggere leggere leggere scrivere leggere leggere vivere vivere vivere leggere leggere sono,12.3592,0.0,0.0,0.0107,0.0153
Forse questa volta avrebbe avuto fortuna trovandone un po’.,italiano italiano italiano anche anche anche leggere leggere leggere letto leggere leggere sole sole sole leggere leggere scrivere leggere leggere,0.0,0.0,0.0,-0.3625,0.0956
I quattro amici cominciarono a rastrellare tra le dune.,italiano italiano italiano frutto frutto frutto questo frutto frutto cerco cerco cerco mi mi mi cerco cerco scop scop scop,17.3644,0.0,0.0,-0.1734,-0.0302
Le onde portavano via le loro impronte mano a mano che avanzavano lentamente sulla sabbia.,italiano italiano italiano anche anche anche sono sono sono anche anche infatti sono sono film film film sono sono infatti,15.0092,0.0,0.0,0.1625,0.2688
La sabbia sotto i loro piedi era piena di piccole conchiglie e pezzetti di granchio portati sulla spiaggia dalle onde.,anche anche anche infatti infatti infatti anche anche sono sono sono infatti infatti sono sono anche anche leggere leggere leggere,0.0,0.0,0.0,-0.0175,-0.1631
"Mentre i quattro amici ispezionavano il terreno più avanti, Sandro notò qualcosa di interessante.",italiano italiano italiano questo questo questo sono sono sono questo questo parola parola parola parole parola parola cerco cerco cerco,17.0242,0.0,0.0,-0.4202,-0.2611
"Era qualcosa di piccolo e di forma ovale, e somigliava tantissimo a un qualche tipo di uovo fossile.",anche anche anche sono anche anche infatti anche anche uomo uomo uomo anche anche film film film sono sono sono,13.3342,0.0,0.0,-0.0667,-0.179
"O forse era semplicemente un sasso a forma di uovo, pensò Sandro.",sono sono sono anche anche anche sono sono infatti infatti anche anche italiano italiano italiano anche anche uomo uomo uomo,11.6557,0.0,0.0,-0.1681,0.1323
"Tuttavia, lo mostrò agli altri e Benedetto si entusiasmò per la scoperta, ma Sofia e Margherita dissero che somigliava a una popò di cane.",anche anche anche infatti infatti infatti anche anche sono sono infatti infatti sono sono sono anche infatti sono infatti sono,7.3665,0.0,0.0,0.2767,0.3769
"Avvolsero il sasso a forma di uovo accuratamente nella camicia di Benedetto e si precipitarono da Dino, il guidatore di autobus in pensione, che portava a spasso il suo cane, Samuele.",anche anche anche italiano italiano italiano anche anche film film film vita vita vita vivere vita vita vive vita vita,12.4595,0.0,0.0,0.0635,-0.05
Dino diede un’occhiata al sasso e disse loro che era popò di cane essiccata.,sono infatti infatti infatti anche anche anche infatti infatti sono sono infatti anche infatti sono infatti sono possono possono infatti,0.0,0.0,0.0,-0.0985,-0.0905
"I bambini non furono convinti dalla sua risposta, quindi corsero fino alla fermata dell’autobus a chiedere a qualcun altro un secondo parere.",italiano italiano italiano anche anche anche infatti infatti infatti anche anche leggere leggere leggere vivere vivere vivere leggere leggere scrivere,12.4498,0.0,0.0,-0.0383,-0.1045
"I bambini trovarono la Signora Ortica che sonnecchiava sulla panchina, così la svegliarono con delicatezza e le mostrarono la loro scoperta.",infatti infatti infatti anche anche anche infatti infatti campo campo campo infatti campo frutto frutto frutto campo campo frutto campo,5.6006,0.0,0.0,0.0952,-0.1283
"Disse che era popò di cane fossilizzata, ma i bambini non vollero credere neanche a lei.",italiano italiano italiano questo questo questo sono sono sono solo solo solo sono sono infatti infatti infatti sono sono questi,16.4794,0.0,0.0,0.3086,0.0871
Poi videro il Vecchio Tempesta venire fuori dalla sua casetta di legno.,anche anche anche infatti infatti infatti anche anche parola parola parola cerco cerco cerco cerca cerco cerco campo campo campo,0.0,0.0,0.0,-0.1027,-0.2482
"Il Vecchio Tempesta era stato il miglior marinaio dei suoi tempi, e sapeva tutto sul mare.",anche anche anche sono anche anche scrivere scrivere scrivere leggere leggere leggere scrivere scrivere vivere vivere vivere leggere leggere vivere,5.2553,0.0,0.0,0.3463,0.2166
I bambini rapidamente lo circondarono.,infatti infatti infatti anche infatti infatti italiano infatti infatti frutto frutto frutto infatti infatti campo campo campo frutto frutto campo,55.5556,0.0,0.0,-0.1424,-0.1717
"Diede un’occhiata al sasso, poi si accese la pipa, si sedette sul portico e sospirò.",infatti infatti infatti italiano italiano italiano infatti italiano infatti infatti sono sono sono infatti infatti solo sono sono possono possono,3.1985,0.0,0.0,0.4782,0.3769
Disse che non era sicuro di quello che era.,sono infatti infatti infatti italiano italiano italiano uomo uomo uomo italiano uomo italiano italiano questo uomo uomo solo solo solo,0.0,0.0,0.0,0.2118,-0.2979
Il sasso a forma di uovo somigliava proprio tremendamente a popò secca di cane.,anche anche anche sono sono sono anche anche infatti anche anche italiano anche anche film film film sono sono infatti,6.5324,0.0,0.0,0.1424,-0.1235
"Ciononostante, entrò nella sua casa di legno e collegò il suo antico computer a internet, per cercare informazioni con Google sull’oggetto misterioso.",infatti infatti infatti parola parola parola parole parola parola cerco cerco cerco parola parola termine parola parola vita parola parola,14.1181,0.0,0.0,-0.1759,-0.1403
"Non venne fuori nulla sotto ‘popò sulla spiaggia’, né il sasso a forma di uovo somigliava lontanamente alle immagini di ‘uova di dinosauro’.",anche anche anche sono sono sono anche anche infatti anche anche film film film sono sono film film anche anche,19.2866,0.0,0.0,0.2601,0.4292
"Il Vecchio Tempesta pensava con ostinazione, grattandosi la testa mentre i bambini lo guardavano con ansia.",anche anche anche infatti infatti infatti anche anche sono anche anche scrivere scrivere scrivere leggere leggere leggere scrivere scrivere fare,10.6904,0.0,0.0,0.0695,0.0686
"Vagamente ricordava qualcosa di simile a questo materiale, perché tanto tempo prima, stando seduto sulla sabbia, un amico di un amico aveva trovato qualcosa di simile a questo.",anche anche anche sono anche anche scrivere scrivere scrivere leggere leggere leggere scrivere scrivere sono sono sono anche sono sono,10.4485,0.0,0.0,0.0473,-0.1657
Ma non riusciva proprio a individuarne il nome.,italiano italiano italiano questo questo questo parole parole parole parola parola parola parole parole sono sono sono solo solo solo,14.3684,0.0,0.0,0.3618,0.2028
"Il Vecchio Tempesta si grattò ancora un po’ la testa, poi fece schioccare le dita e rapidamente scrisse ‘ambra grigia’ su Google.",sono sono sono infatti infatti infatti sono sono possono possono possono sono possono sono sono anche anche anche sono sono,0.0,0.0,0.0,-0.0408,-0.252
"Ecco cos’era, la loro scoperta proprio lì sullo schermo.",infatti infatti infatti anche anche anche infatti infatti italiano italiano italiano infatti infatti esempio esempio esempio italiano italiano questo film,20.0442,0.0,0.0,0.0668,0.0198
Tutti i bambini si riunirono intorno al computer per vedere meglio.,italiano italiano italiano anche anche anche parola parola parola parole parole parole parola parola cerco parola parola termine parola parola,8.4133,0.0,0.0,-0.2407,-0.2342
"Dino e la Signora Ortica avevano ragione, perché era popò, dopo tutto.",infatti infatti infatti italiano italiano italiano anche anche anche scrivere scrivere scrivere leggere leggere leggere scrivere scrivere fare fare fare,0.0,0.0,0.0,0.266,0.162
Ma non era una qualunque popò come quella che trovi per strada.,infatti infatti infatti anche anche anche infatti infatti italiano italiano italiano anche anche italiano italiano infatti italiano anche italiano anche,0.0,0.0,0.0,0.0007,0.0001
Era popò fossilizzata di un capodoglio e valeva molto denaro.,anche anche anche infatti infatti infatti anche anche scrivere scrivere scrivere leggere leggere leggere scrivere scrivere possono possono possono infatti,14.1372,0.0,0.0,-0.2374,-0.2791
"Non erano sicuri di quanto poteva valere, ma il Vecchio Tempesta disse che se la vendevi, il denaro poteva far comprare davvero tanto gelato.",anche anche anche infatti infatti infatti anche anche sono anche anche scrivere scrivere scrivere leggere leggere leggere scrivere scrivere possono,0.0,0.0,0.0,0.0708,-0.015
Benedetto e Sofia erano gemelli.,italiano italiano italiano un un un questo questo questo un un sono sono sono questo questo sono sono un un,14.4444,0.0,0.0,0.3461,0.7485
"Avevano entrambi 12 anni, ma Benedetto era più grande di due minuti ed era anche molto più forte.",anche anche anche scrivere scrivere scrivere leggere leggere leggere scrivere scrivere sono sono sono possono sono sono anche anche leggere,0.7937,0.025,0.0,0.0113,-0.1279
Aveva occhi brillanti color blu scuro e un costante sorriso di chi una ne fa e cento ne pensa.,anche anche anche scrivere scrivere scrivere leggere leggere leggere scrivere scrivere sono sono sono possono sono sono solo solo sono,0.0,0.0,0.0,0.3143,0.3061
"Aveva capelli biondi, carnagione chiara e un naso appuntito.",anche anche anche italiano italiano italiano anche anche sono sono sono possono possono possono anche anche infatti anche anche film,0.0,0.0,0.0,0.0266,-0.1404
"Era molto gioviale e aperto, con una sola piccola mania.",italiano italiano italiano questo questo questo parola parola parola parole parola parola cerco cerco cerco questo questo film film film,18.5732,0.0,0.0,0.5065,0.3457
"Come suo fratello, anche Sofia era molto socievole.",italiano italiano italiano questo questo questo film film film questo questo per film film cinema film film per film questo,15.9656,0.0,0.0,0.1445,0.0449
Era una ragazza intelligente e di spirito con gli stessi occhi brillanti del fratello.,anche anche anche scrivere scrivere scrivere leggere leggere leggere scrivere scrivere film film film sono film film questo film film,12.8938,0.0,0.0,0.2087,-0.0195
Aveva la stessa carnagione e lo stesso naso appuntito.,anche anche anche italiano italiano italiano anche anche sono sono sono possono possono possono sono possono sono sono solo solo,0.0,0.0,0.0,0.0061,-0.2017
"Benedetto e Sofia amavano tutti e due far confusione e andavano molto d’accordo tra loro, come ben succede tra fratelli e sorelle.",italiano italiano italiano questo questo questo parola parola parola parole parole parole parola parola vita vita vita parola parola sola,6.6617,0.0,0.0,0.3141,0.1858
C’era comunque solo una piccola cosa che a Sofia non piaceva di suo fratello.,anche anche anche scrivere scrivere scrivere leggere leggere leggere scrivere scrivere sono sono sono solo solo solo sono sono film,4.9031,0.0275,0.0,-0.0132,-0.2218
"Benedetto era uno spirito estremamente competitivo e amava gareggiare con la sorella, sfidandola a chi arrivava per primo alle fermate dell’autobus, al supermercato, a casa e al parco.",italiano italiano italiano anche anche anche scritta scritta scritta scrivere scrivere scrivere leggere leggere leggere scrivere scrivere scritto scritto scritto,9.9411,0.0,0.0,-0.0066,-0.2764
Sfidava Sofia persino a chi arrivava per primo dal dentista.,italiano italiano italiano anche anche anche sono sono sono film film film sono film sono sono possono film film cinema,0.0,0.0,0.0,-0.1421,-0.106
"Ed essendo Benedetto più forte e più veloce, vinceva sempre lui.",italiano italiano italiano uomo uomo uomo italiano italiano un uomo uomo un uomo italiano uomo italiano un un uomo uomini,0.0,0.0,0.0,0.4539,0.3808
"Sofia non aveva nessuna probabilità di vincere queste sfide, e quindi ce l’aveva un po’ con lui perché non le permetteva mai di arrivare per prima.",anche anche anche sono sono sono infatti infatti infatti anche anche infatti infatti sono sono anche anche film film film,36.4257,0.0,0.0,-0.264,-0.3978
"Alla fine di ogni gara, Benedetto le dava sempre dei colpetti affettuosi sulla spalla facendole un discorsetto benevolo su vincitori e vinti.",italiano italiano italiano anche anche anche sono sono sono anche anche infatti sono sono infatti infatti infatti sono anche sono,4.4555,0.0,0.0,0.4009,0.1562
"Un giorno, Benedetto e Sofia andarono a vedere il nuovo Complesso Sportivo in città con la Mamma e una sua amica di lavoro.",anche anche anche infatti infatti infatti anche anche parola parola parola parole parola parola cerco cerco cerco parola parola vita,0.0,0.0,0.0,0.1042,0.2582
"L’amica della mamma portò i suoi due figli, Luca e Michele.",infatti infatti infatti italiano italiano italiano infatti infatti anni anni anni infatti infatti realtà realtà realtà mai mai mai realtà,0.0,0.0,0.0,0.3139,0.38
"I ragazzi stavano bene insieme, considerato che era la prima volta che si incontravano.",italiano italiano italiano questo questo questo lo lo lo questo questo solo solo solo questo questo film questo questo perché,8.0861,0.0,0.0,0.2363,0.5734
"Anche Luca e Michele erano gemelli, solo di un anno più grandi di Sofia e Benedetto.",italiano italiano italiano questo questo questo perché perché perché questo questo film film film questo questo per questo questo è,0.0,0.0,0.0,0.0822,-0.1637
"Luca e Michele sembravano essere molto in competizione l’uno con l’altro, ed essendo un po’ più grandi erano più alti e muscolosi di Ben.",italiano italiano italiano sono sono sono infatti infatti infatti sono sono che sono sono possono sono sono anche infatti infatti,3.5048,0.0,0.0,0.2375,0.3753
"Ognuno di loro portava con sé il costume da bagno e gli occhialetti, e avevano gli asciugamani arrotolati intorno al collo.",sono anche anche anche infatti infatti anche anche sono anche infatti anche infatti sono anche sono sono anche italiano anche,0.0,0.0,0.0,-0.007,-0.2601
