Normal,Simple,SARI,METEOR,ROUGE_F,BLEU,SPEARMAN_CORRELATION,PEARSON_CORRELATION
si sono abbastanza d accordo,si si sono assolutamente d accordo,62.6984,0.4259,0.0449,18.0,0,0
ma questo è solo uno degli aspetti del problema,francamente e un aspetto marginale del problema,53.8194,0.1613,0.0222,6.6,0,0
sede del convegno sarà probabilmente la suggestiva e silenziosa cornice dell eremo di lecceto siena,sede del convegni sara la consulta del sole in salamanca,5.9447,0.0974,0.0426,5.1,0,0
il game boy micro non in grado di giocare a qualsiasi gioco originale game boy o game boy color giocando solo ai titoli game boy advance,nintendo non ha giochi di game boy ma ha giocato solo con i game boy advance,44.8228,0.3261,0.0404,6.9,0,0
il ponte amministrato dalla thousand islands bridge authority un' agenzia internazionale,il ponte di thousand bridge una ponte sul fiume thousan bridge,30.3075,0.122,0.0816,5.7,0,0
una miniera navale un ordigno esplosivo autonomo posto in acqua per distruggere navi o sottomarini,una miniera di navale un ordigno bomba a terra o in acqua,27.7381,0.3718,0.0625,10.1,0,0
infusioni di lavanda lenire e guarire punture di insetti,infusioni di lavanda lenire e guaritore curano punture di insetti,46.3889,0.3178,0.0808,13.7,0,0
nel complesso il giudizio sulle prove orali è pienamente sufficiente,nel complesso il giudizio sulla prova e sufficiente,27.8968,0.5438,0.1319,32.3,0,0
potremmo andare a trovar- la domani,potevi andare a trovar - la,30.754,0.5011,0.1333,18.0,0,0
è un fatto insolito,e un altro fatto strano,29.1667,0.1695,0.0455,10.4,0,0
il 9 secolo il periodo da 801 a 900 in con il calendario giuliano nell' era cristiana comune,il 9 secolo il secolo da 801 a 900 in tutto il mondo,42.9563,0.3964,0.0825,13.7,0,0
la ringrazio per la sua sempre sollecita risposta,la ringrazio per la sua cortese risposta,52.9762,0.8036,0.1111,32.2,0,0
prima finisco meglio è,prima ho finito meglio e,53.0556,0.3,0.0682,14.1,0,0
questo è un dato sostanziale,e questo e un dato positivo,25.1984,0.4259,0.0674,18.0,0,0
qualsiasi posizione antisemita è sbagliata inaccettabile e regressiva,qualsiasi posizione antisemita e inaccettabile,42.2222,0.4331,0.0444,19.4,0,0
l importante è essere se stessi,l importante e sempre stato se stessi,35.8333,0.5357,0.1111,18.6,0,0
però le cose non sono andate così,insomma la cosa non va,36.3889,0.1,0.0,10.7,0,0
l audizione informale è stata svolta dalle 14.25 alle 15,l audizione si e svolta dalle 14 alle 13. 25,66.2599,0.6114,0.2316,18.4,0,0
a questo punto però sorge spontanea una domanda,a questo punto sorge spontanea una domanda,51.4423,0.8036,0.0889,32.2,0,0
il documento è stato così approvato all unanimità,il documento viene approvato all unanimita,43.6111,0.625,0.1538,23.0,0,0
sì sarà per me un piacere,per me e un piacere,49.3056,0.535,0.0455,20.8,0,0
su questo questo è il problema vero,questo e il vero problema,39.0741,0.4,0.0,15.1,0,0
ma la questione è anche un altra,ma la questione e spinosa,44.3651,0.5889,0.0899,39.8,0,0
naturalmente sono a disposizione per eventuali chiarimenti,sono a disposizione per ogni successivo chiarimento,57.2222,0.7311,0.0659,27.8,0,0
la maggior parte dei prodotti software viene rilasciata sul mercato con difetti di sicurezza e difetti di progettazione,molti prodotti software e videogiochi sono rilasciati sul mercato con una significativa influenza sulla sicurezza del prodotto,27.2176,0.3757,0.08,16.7,0,0
le spese processuali relative al presente grado di giudizio possono essere compensate tra le parti,compensa tra le parti le spese del doppio grado di giudizio,56.8425,0.3501,0.0851,15.6,0,0
durante la guerra di liberazione del bangladesh per ottenere l' indipendenza dal pakistan i leader del popolo tribale cercato con il governo del pakistan anche se la maggior parte del popolo tribale generale erano contro la decisione,durante la guerra di indipendenza del bangladesh per ottenere l'indipendenza dal pakistan il governo tribale di sunno i leader del pakistan erano contro la,37.3741,0.4326,0.2364,13.7,0,0
ne varrebbe veramente la pena,deve valer - ne veramente la pena,54.3651,0.3651,0.044,14.5,0,0
sposato ha una figlia,e sposato ed ha una figlia,28.8889,0.7353,0.1124,32.5,0,0
questo però potrebbe non essere sufficiente,ma non poteva essere sufficiente,66.8651,0.535,0.0682,20.8,0,0
pio sì fu una bella serata,e stata comunque una bella serata,62.6984,0.5773,0.0674,30.2,0,0
non è stata una testimonianza facile,non e una storia facile,51.1111,0.1695,0.0227,10.4,0,0
la realtà è ben diversa,eppure la realta e ben diversa,35.4167,0.3704,0.0899,15.2,0,0
l' azoto atmosferico deve essere lavorato o   fisso per essere utilizzato dalle piante alcune fissazioni si verificano in attacchi di fulmini ma la maggior parte della fissazione fatta da batteri liberi o simbiotici,l'azoto atmosferico deve essere lavorato dagli insetti come il legante fatto da batteri liberi e rna,29.6167,0.0806,0.0,2.9,0,0
gli esempi non mancano di certo,i buoni esempi non mancano,100.0,0.996,0.1364,100.0,0,0
la seduta sospesa alle 10.20 è ripresa alle 10.30,la seduta sospesa alle 11. 20 e ripresa alle 12. 30,56.9053,0.6265,0.2917,23.0,0,0
una differenza però c è,c e una differenza sostanziale,55.754,0.5111,0.0909,23.6,0,0
purtroppo però oggi non sempre è la stessa cosa,bella ma non e piu la stessa cosa,64.0741,0.6048,0.0879,22.1,0,0
preannuncia conclusivamente una proposta di parere favorevole,preannuncia infine una proposta di parere favorevole,66.6667,0.8413,0.1538,64.3,0,0
jalal dabagh ha scritto e tradotto numerosi libri,jalal dabagh ha scritto molti libri,35.4605,0.218,0.1935,1.1,0,0
si vota anche oggi fino alle 15,si potra votare fino alle 15,79.1667,0.8067,0.1573,53.7,0,0
entrata in vigore 1 gennaio 1961,entrato in vigore il 1 gennaio 1961,100.0,0.9985,0.1778,100.0,0,0
la sorpresa non c è stata,la sorpresa non e stata proprio,47.5198,0.526,0.0674,19.3,0,0
la vita di taverner fu oggetto di taverner opera di peter maxwell davies,taverner era troppo caro di taverners del duca di tamil,64.0972,0.1,0.0408,5.0,0,0
nel 1997 corey taylor stato reclutato dalla band locale stone sour e dopo aver praticato con slipknot   tutto stato semplicemente cliccato,nel 1997 corey taylor stato messo su una band alternativa dopo aver suonato con slipknot e dopo aver provato ad andare con meno,32.4032,0.452,0.2182,13.3,0,0
saxe-eisenach era il nome di tre diversi ducati che esistevano in tempi diversi nella provincia tedesca della turingia,saxe - eisenach era il nome di tre diversi ducati che vivevano in germania tedesca nella provincia di turingia,38.7508,0.4564,0.2991,33.7,0,0
c è però un altra parte della storia,e un altra parte della nostra storia,35.2778,0.4189,0.0667,14.5,0,0
e questa finalmente è cosa buona e giusta,e fu cosa buona e giusta,44.8611,0.7014,0.1124,45.5,0,0
ogenne-camptort un comune francese situato nel dipartimento di,ogenne - camptort un comune francese di 182 abitanti situato nel dipartimento di nella parte sud occidentale della francia,50.6087,0.7585,0.2667,31.7,0,0
la situazione è grave disperata,la situazione e molto difficile,41.6667,0.375,0.0682,21.4,0,0
la regina sophie era una madre amorevole che allattava i suoi figli personalmente durante le loro malattie,la regina sophie era una madre amorevole che alla loro morte ha dato i suoi figli personalmente,64.2205,0.7215,0.2,49.6,0,0
i mercyful fate sono una band heavy metal danese di copenhagen,i mercyful fate un gruppo heavy metal danese di copenhagen,54.4262,0.5836,0.1856,35.2,0,0
come i precedenti giochi della serie viene improvvisamente rapita da bowser e diventa l' obiettivo di mario luigi e yoshi per salvarla,prende il nome da alfred altrimenti scomparso da una volta stato trovato da bowser in seguito viene portato in altri paesi per recuperare il vecchio gioco di,47.0833,0.1096,0.0364,2.8,0,0
aiden mcgeady un calciatore scozzese nato irlandese che gioca come ala o in avanti per celtic e la repubblica d' irlanda,aiden mcgeady un calciatore irlandese gioca per la squadra nazionale di celtic e irlanda del nord,74.9168,0.7045,0.2524,61.0,0,0
a oggi la situazione non è cambiata di molto,la situazione non e cambiata,40.463,0.6356,0.1136,35.0,0,0
quella è l unica cosa che deve fare,ma e l unica cosa da fare,66.713,0.8164,0.1333,61.5,0,0
cars un comune francese situato nel dipartimento della gironda in aquitania,cars gironde un comune francese si trova nella regione aquitania nel dipartimento della gironda nel sud ovest della francia,100.0,0.9999,0.4815,100.0,0,0
ma farei un passo indietro,facciamo un piccolo passo indietro,63.8889,0.5111,0.0455,23.6,0,0
il regno di len era un paese indipendente situato nella regione nord occidentale della penisola iberica,il regno di len era un paese piccolo situato nella regione nord occidentale della penisola iberica,42.554,0.6694,0.2,40.3,0,0
e avevano anche un gatto,avevano un gatto proprio gatto,68.5185,0.1617,0.0682,3.6,0,0
a volte indicato come il roaring anni venti o l' del jazz quando si parla di stati uniti canada o regno unito,a volte si sente di un roaring annibale o piu tardi negli stati uniti invece di parlare di musica o musica house,21.4841,0.0676,0.0556,2.1,0,0
nella primavera del 2007 grnik ha ottenuto un nuovo sponsor compagnia di assicurazione tedesca allianz,nella primavera del 2007 grnik ha ottenuto un nuovo sponsor con allianz,29.7222,0.0575,0.0816,2.4,0,0
le giovani donne che desiderano diventare geisha ora spesso iniziano la loro formazione dopo aver completato la scuola media la scuola media superiore o anche la scuola superiore o il college,geisha ora inizia la scuola media padisha in giappone,19.9365,0.1052,0.0426,1.6,0,0
conosci personalmente qualche ciclista prof,nessuno conosci personalmente qualche ciclista prof,66.6667,0.9765,0.1333,76.0,0,0
e non è per nulla un male,e non e un male,66.6667,0.6313,0.0909,30.2,0,0
le lettere che sono sorte da questa lettera includono il romano i e j e il cirillico   yi je e lettere iotificate,le lettere che provengono da questa lettera sono il romano i e j e j. h. i e lettere mie di je jeunes filli,52.4488,0.6234,0.1455,22.7,0,0
stato scelto nella serie televisiva buffy the vampire slayer dopo l' incoraggiamento della sua prima moglie ingrid quinn per un provino nella serie cult ha interpretato il misterioso angel un vampiro maledetto con un' anima come punizione per i suoi peccati passati,la sua moglie interpretata da buffy the vampire slayer,48.1001,0.2756,0.1263,15.3,0,0
non è certo questo il problema,non sono questi dunque i problemi,45.0,0.098,0.0225,8.1,0,0
l' orologio da tiro wnba stato recentemente cambiato da 30 a 24 secondi che stato in gioco fiba dal 2000,l'orologio da tiro wnba stato cambiato in 30 secondi,35.1484,0.1587,0.0625,5.7,0,0
non vedeva l ora,non vede proprio l ora,100.0,0.996,0.1364,100.0,0,0
ma c è ancora del lavoro da fare,ma sono orgogliosa di fare questo lavoro,37.2619,0.1899,0.0222,7.5,0,0
e forse è un pò tardi,forse forse sara tardi tardi,70.8333,0.75,0.1364,30.2,0,0
e vi pare una cosa da niente,vi pare una cosa normale,66.6667,0.7938,0.0909,66.9,0,0
ernesta era molto orgogliosa di quello che aveva fatto,ernesta era molto orgogliosa di quello che aveva fatto,100.0,0.9993,0.2366,100.0,0,0
la seduta sospesa alle 10.45 è ripresa alle 10.55,"la seduta sospesa alle 9. 45 e ripresa alle 9, 55",50.754,0.6265,0.1458,23.0,0,0
in attesa di una vostra risposta vi porgo distinti saluti,in attesa di una vostra gentile risposta porgo distinti saluti,60.4134,0.9477,0.1702,38.0,0,0
ovviamente questo è solo il primo passo,e stato il primo passo,32.6389,0.433,0.0682,26.7,0,0
ma questa non è l unica soluzione,non e certamente l unica soluzione,38.1944,0.1961,0.0674,9.7,0,0
e adesso le cose come vanno,e oggi come vanno le cose,62.963,0.526,0.0674,19.3,0,0
charlotte la grande della carolina del nord continua a sperimentare una rapida crescita in gran parte a causa del settore bancario e finanziario charlotte ora il secondo grande centro bancario negli stati uniti ed sede di bank of america e wells fargo filiale wachovia,charlotte la grande della carolina del nord ed la seconda grande del regno unito,46.8244,0.2443,0.1443,21.0,0,0
una oscurata un po dalla sua vicinanza alla capitale federale australiana di canberra effettivamente diventato un distretto de facto della vicina capitale in quanto si trova sul confine con il territorio della capitale australiana ed a circa 15 k dal cbd di canberra civic,un po limitato dalla sua distanza dalla capitale australiana canberra si trova sul confine con il canada,26.0482,0.1791,0.098,4.4,0,0
non funziona,non funziona piu,55.5556,0.1282,0.0,0.0,0,0
approva altresì l articolo 3,approva altresi l articolo 3,17.1296,0.75,0.1573,42.7,0,0
questa è una proposta,difatti era stata una mia proposta,64.1667,0.4259,0.0449,18.0,0,0
yates morto di un attacco di cuore al ritorno in inghilterra nel luglio 2008 una fred yates stato istituito per aiutare a preservare e promuovere il suo lavoro,yates morto il 27 luglio 2008,41.0162,0.0833,0.0222,8.1,0,0
emanuele pensò che sarebbe stato divertente prendersi cura di un cane così grosso,emanuele penso che era bello prendersi cura di un cane cosi grosso,34.5999,0.3351,0.1053,8.5,0,0
ma non è facile,per alcuni non e stato facile,64.504,0.8067,0.1573,38.0,0,0
non volevo far- le del male,ma non volevo far del male,100.0,0.9977,0.1573,100.0,0,0
qui però c è da fare una distinzione,c e da fare una distinzione,48.3333,0.5773,0.0674,30.2,0,0
certo si potrebbe fare molto di più,avrebbero potuto fare di piu,49.0675,0.2757,0.0682,14.3,0,0
questo è un altro problema,e un problema diverso,64.6032,0.3827,0.023,24.9,0,0
così non può andare bene,non puo sempre andare bene,29.7619,0.2,0.0227,12.7,0,0
il sito è anche in inglese francese spagnolo e tedesco,anche questo sito e in inglese,40.3472,0.2083,0.0449,9.9,0,0
il comitato approva quindi la proposta di parere così come formulata dal relatore,il comitato approva la proposta di parere contrario formulato dal relatore,68.8654,0.8137,0.1915,63.2,0,0
il sole si ritirò quando tutti iniziarono a metter via,il sole si ritira quando tutti iniziarono a tagliare via,37.4802,0.4092,0.0645,16.1,0,0
la divisione di chittagong una delle sette divisioni amministrative del bangladesh,la divisione di chittagong una delle sette divisioni del bangladesh,21.9646,0.75,0.1875,23.7,0,0
l' idea di fondo fu quella di studiare la genesi di un cancro dovuto come era noto ad un' alterazione genetica all' interno di queste piccole biologiche costituite da pochi geni a differenza delle cellule animali che bisognava comprendere era la d' azione dei virus che una volta penetrati nella cellula sembravano svanire,l'idea di studiare la dna di un cancro dovuta a danni al dna,7.0781,0.0689,0.1633,1.1,0,0
era un capolavoro assoluto,ed e un capolavoro assoluto,66.6667,0.433,0.0909,26.7,0,0
anche qui i conti non tornano,anche qui i conti non tornano,44.7619,0.625,0.0674,23.0,0,0
carabietta un comune del canton ticino in svizzera situato nel comune di lugano,carabietta un comune del canton ticino in svizzera,98.3333,0.999,0.2366,100.0,0,0
torcieu un comune francese situato nel dipartimento di ain,torcieu un comune,100.0,0.9815,0.1364,0.0,0,0
si ha se e solo se cioè se e solo se,si ha se e solo se e vero,16.8281,0.4935,0.1319,27.4,0,0
l imposta sostitutiva dovrà essere versata entro il 20 febbraio dell anno successivo,l imposta sostitutiva dovra essere versata entro il 20 febbraio dell anno successivo,63.0351,0.8893,0.2245,61.2,0,0
il comma 4 dell articolo 3 del testo unico è sostituito dal seguente 4,il comma 4 dell articolo 3 del testo unico e sostituito dal seguente 4,29.2879,0.9269,0.3093,78.3,0,0
la strada è ancora lunga e impervia ma aperta e comunque percorribile,ma le strada e ancora lunga,32.4339,0.5011,0.0899,18.0,0,0
stato chiamato per david levy il primo membro del senato degli stati uniti ad essere stato una volta un ebreo praticante,stato chiamato david levy il primo membro del senato degli stati uniti ed stato un po un ebreo praticante,46.0722,0.7708,0.1538,31.6,0,0
complessivamente la superficie è di mq,la superficie dei box e di mq,63.9286,0.8413,0.1778,48.9,0,0
il monitor bengala o monitor indiano comune una lucertola del monitor ampiamente distribuita in asia meridionale,il monitor bengala un'lucertola che si trova in asia meridionale,44.7451,0.1053,0.0825,3.7,0,0
il libro racconta la sua vita dall' infanzia i suoi viaggi attraverso il sud e il suo arrivo a chicago nei primi anni '50,il libro racconta la sua vita dall'infanzia i suoi viaggi attraverso il sud e il porto america,35.5114,0.3686,0.2157,23.1,0,0
ubuntu sensibile al tema dell' ovvero di dare la ad usare il sistema a persone con diverse sia per cultura e/o condizione fisica,ubuntu sensibile al tema dell'ovvero di dare la ad usare il sistema a persone con diverse sia per cultura e / o condizione fisica,34.6667,0.0629,0.0,1.9,0,0
conclusivamente l appello deve essere respinto,l appello principale deve essere respinto,100.0,0.9977,0.1573,100.0,0,0
schalkau una nel distretto di sonneberg in turingia germania,schalkau una situata nel distretto di sonneberg in germania,36.2689,0.6792,0.2268,43.4,0,0
i candidati devono avere un età compresa tra i 25 e i 45 anni preferibilmente automuniti,i candidati dovranno avere un eta compresa tra 25 e 45 anni,19.0466,0.6464,0.1895,12.8,0,0
beh quella è il mio hobby principale,e solamente il mio hobby,81.4484,0.7938,0.1364,66.9,0,0
quali sono oggi i problemi più gravi,quali sono i problemi principali,61.5741,0.5515,0.0682,28.6,0,0
era però l unica soluzione possibile,pero era pero l unica soluzione possibile,65.7407,0.7632,0.0889,41.1,0,0
alla pubblica udienza del 25 marzo 2003 il ricorso stato trattenuto in decisione,alla pubblica udienza del 25 marzo 2003 il ricorso veniva trattenuto per la decisione,100.0,0.9998,0.3265,100.0,0,0
valeriy vasylyovych lobanovskyi valeriy vasiliyevich lobanovskiy traslitterazione 6 gennaio 1939 13 maggio 2002 stato un allenatore di calcio ucraino,valeriy vasylyovych lobanon vale dobanov lobano per un allenatore di nome valerij loovey,43.5847,0.1493,0.0727,3.7,0,0
e adesso quali sono i programmi,quali sono i programmi futuri,53.8889,0.75,0.0682,42.7,0,0
c è ancora una possibilità,ci sono ancora altre possibilita,64.5833,0.5111,0.0682,23.6,0,0
è stato uno dei problemi,oppure e un problema di driver,50.3704,0.3676,0.0225,16.2,0,0
dopo aver scoperto la truffa e fuggendo da una folla di animali arrabbiati jeremy e cecil portano i due topi al nimh dove scoprono che justin e brutus sono,dopo aver scoperto che justin e mertus si innamorano al nimh e fugge da una folla di animali al nitrih li scopre,20.4447,0.163,0.0727,5.4,0,0
le pagine sono disponibili in italiano tedesco spagnolo e inglese,le pagine sono in italiano e tedesco,100.0,0.9985,0.1778,100.0,0,0
con bruce lasciato a causa del numero dispari di naufraghi gli fu concessa l' e inviato a exile island per tre giorni fino al consiglio tribale e si unirono alla che perse la prossima sfida dell',con bruce si e permesso di tornare a causa del numero dispari di naufragi gli fu dato l'e inviato a exile island per,27.8782,0.5201,0.2909,22.8,0,0
i laureati sono circa 350 all anno,i laureati ogni anno sono circa 350,53.5317,0.9606,0.1319,35.9,0,0
jeugny un villaggio e comune nel dipartimento dell' aube della francia centro settentrionale,jeugny un comune francese del dipartimento dell'aube situato nella parte centro settentrionale della francia,75.2971,0.8213,0.3922,72.9,0,0
il presidente pedrizzi dichiara infine chiusa la procedura informativa,il presidente pedrizzi dichiara chiusa la procedura informativa,73.373,0.8648,0.1935,70.7,0,0
il suo culto in modo massiccio nella quinta dinastia quando divenne una di stato e i faraoni avevano piramidi obelischi e templi solari appositamente allineati costruiti in suo onore,i faraoni avevano una base militare e i faraone avevano mura ei faraoni hanno costruito piramidi e templi per dimostrare che i faraona,23.9185,0.1934,0.0909,7.7,0,0
attualmente gioca per il kyoto sanga f.c.,gioca per il kyoto sanga f. c.,39.7306,0.5808,0.043,10.6,0,0
tardi nella serie acquisisce uno staff di combattimento dalle amazzoni greche e inizia a usarlo sia come arma difensiva sia come arma offensiva mostrando una certa nell' usare lo staff,tardi nella serie ottiene uno staff di combattimento dalle amazzoni greche e inizia una guerra con lo staff di esercito popolare chiedendo a gli uomini di combattere,54.9547,0.3836,0.1273,23.1,0,0
> > il più bello avrà un premio,> > il piu bello avra un premio,14.5238,0.7031,0.1978,27.1,0,0
allora qual è il problema,allora quale e il problema,53.5317,0.75,0.1364,30.2,0,0
oggi vediamo come è finita,e avete visto come e finita,44.3254,0.5011,0.0899,18.0,0,0
tradizionalmente dopo un lungo periodo di consumo di gimjang kimchi durante l' inverno i potherb freschi e le verdure erano popolari per la produzione di kimchi questi tipi di kimchi non erano fermentati o addirittura conservati per lunghi periodi di tempo ma venivano consumati freschi,i kimono di solito sono buoni come base di molti piatti tra cui i potherb e le verdure,42.0251,0.0427,0.0,2.1,0,0
l elenco potrebbe essere molto lungo,e l elenco puo essere lungo,77.0833,0.8067,0.1573,38.0,0,0
è esattamente vero il contrario,e vero tutto il contrario,61.3095,0.5111,0.0455,23.6,0,0
questa sarebbe una bella idea,questa e un idea impensabile,71.5278,0.5111,0.0879,23.6,0,0
però ancora la strada è molto lunga,ma la strada e lunga,38.4722,0.6356,0.1136,35.0,0,0
sono un elettore,e un elettore democratico,58.3333,0.25,0.0682,19.0,0,0
15 il capo delle guardie prese ancora i bracieri e i bacini quanto era d oro puro e quanto era d argento puro,15 il capo delle guardie prese ancora i bracieri e i bacini quanto era d oro puro e quanto era di argento puro,31.4346,0.9536,0.4444,89.2,0,0
quali sono le scelte alternative,quali sono le tue scelte,50.0,0.6313,0.0682,25.4,0,0
la seduta si chiude alle ore 13.00,la seduta viene chiusa alle ore 13. 00,70.591,0.8314,0.2174,58.7,0,0
most wanted stato rilasciato per i personal computer basati su windows playstation 2 playstation portable nintendo gamecube xbox xbox 360 game boy advance nintendo ds e telefoni cellulari,most wanted una canzone di game boy che viene utilizzata per giocare a windows playstation 2 videogiochi nintendo entertainment system,31.4847,0.2304,0.019,4.6,0,0
i morti sono 40,i morti sono stati 40,100.0,0.996,0.1364,100.0,0,0
il fine però non giustifica i mezzi,il fine non giustifica il mezzo insomma,63.4921,0.5357,0.0889,41.1,0,0
non riscontra infine osservazioni sui restanti emendamenti,non riscontra osservazioni sui restanti emendamenti,30.7875,0.8535,0.1348,51.2,0,0
apprezzabile è infine l attività didattica svolta dal candidato,l attivita didattica svolta dal candidato e buona,42.0833,0.605,0.1538,36.6,0,0
questo non è un mestiere,non e un mestiere facile,55.754,0.5111,0.0682,23.6,0,0
ok il prezzo è giusto,i prezzi sono assolutamente incredibili,0.0,0.0,0.0,5.3,0,0
ma questo non è l unico problema,ma i problemi non sono questi,100.0,0.9977,0.1573,100.0,0,0
matt un quattordici il tuo vecchio ragazzo che vive a long island nel 1973 prende un lavoro con dan un scavatore di vongole in modo che possa guadagnare abbastanza soldi per comprare un boston whaler usato,matt un quattordici anni che vive a long island nel 1973,35.9135,0.444,0.1915,23.6,0,0
spero di aver- vi dato un piccolo contributo,spero di aver dato un piccolo contributo utile,68.5877,0.9498,0.1099,54.1,0,0
stollberg una dello stato libero di sassonia nel distretto di erzgebirgskreis,stollberg una dello stato tedesco della germania situata nel distretto di erzgebirgs,25.5225,0.1603,0.0792,6.1,0,0
non è esattamente la stessa cosa,non possono essere la stessa cosa,66.6667,0.7353,0.0899,32.5,0,0
è proprio quello il punto,quello era il mio punto,42.2619,0.2,0.0,12.7,0,0
comunque il massimo non è questo,non e questo il massimo,59.7222,0.4642,0.0682,17.0,0,0
rinvia infine il seguito dell esame ad altra seduta,il seguito dell esame viene rinviato ad altra seduta,61.9444,0.7687,0.1075,43.2,0,0
usando william xana facilmente in grado di sopraffare gli altri guerrieri lyoko e distruggere il nucleo di lyoko,con un gruppo di persone che conoscevano e come usare gli altri membri della squadra di lyoko possiamo distruggere tutti gli altri ancora prima di danneggiare,54.7605,0.1015,0.0364,3.4,0,0
il bassista ben shepherd il precedente bassista jason everman e la nuova formazione il terzo album dei soundgarden nel 1991,il bassista ben shepherd il seguente bassista bendingman e il nuovo membro dei soundgarden,55.1902,0.3049,0.1188,18.8,0,0
anche lì è nato prima l uovo o la gallina,ma e nato prima l uovo o prima la gallina,41.4286,0.6975,0.1505,45.2,0,0
lagor un comune francese situato nel dipartimento di,lagor un comune francese dei pirenei atlantiques situato nella parte sud occidentale della francia,100.0,0.9998,0.36,100.0,0,0
fantasy cave stato riaperto nell' estate del 2001 con tutti i percorsi ricostruiti e ri illuminati dall' illuminazione artificiale,fantasy cave stato riaperto nell'estate del 2001 con tutti i percorso ricostruiti e ri illuminati dall'illuminazione artificiale,40.6746,0.5064,0.2991,32.7,0,0
daikokuten si evoluto dalla indiana shiva,i giapponesi hanno iniziato a commerciare in indiana shiva,52.0833,0.0794,0.0426,4.8,0,0
bonham carter ha ricevuto recensioni positive come lestrange descritto come un talento brillante ma sottoutilizzato,bonham carter ha ricevuto un soprannome di lestrange carter come un artista brillante e ha sottoterra stato sottoterra,31.7587,0.3135,0.0755,7.0,0,0
il club compete in premier league il alto livello nel calcio inglese,il club gioca in premier league inglese,49.8484,0.2084,0.0889,3.1,0,0
abrogata ogni altra disposizione incompatibile con le norme del presente decreto,tutte le disposizioni regolamentari incompatibili con le norme del presente decreto sono abrogate,21.1116,0.4947,0.1031,38.1,0,0
ma non è affatto l unica,ma non e stato l unico,61.2302,0.8067,0.1573,38.0,0,0
ma c è un problema di budget,ma sono un problema di marketing,50.6944,0.5011,0.0449,18.0,0,0
quanto meno questo è il mio parere,questo e il mio personalissimo parere,45.463,0.4574,0.0667,16.3,0,0
il problema è proprio qua,il problema e proprio qua,36.8056,0.5111,0.0682,23.6,0,0
la direzione di rotazione di metis attualmente sconosciuta a causa di dati ambigui,la direzione di metis attualmente sconosciuta,60.4332,0.755,0.1778,50.7,0,0
questa sottofamiglia stata considerata da alcuni una famiglia cypripediaceae separata dalle orchidaceae,questo sottofamiglia stata considerata da alcuni una famiglia cypripedia,29.0313,0.1775,0.1053,5.4,0,0
costituito da un contenitore metallico o di plastica riempito con un fluido infiammabile o gas liquido pressurizzato un mezzo di accensione e qualche disposizione per estinguere la fiamma,costituito da un liquido metallico o gas liquido un liquido che ha un corpo denso o gas che non troppo denso il corpo di una persona,43.4337,0.2514,0.0364,4.6,0,0
scottsdale considerata una destinazione turistica e commerciale di alto livello e una rappresentazione dello stile americano occidentale,scottsdale considerato un luogo turistico e commerciale di alto livello america centrale,30.0541,0.1938,0.1031,7.4,0,0
ha detto che ogni volta che una persona muore invia il messaggio di quanto siano pericolose queste avventure,ha detto che ogni persona muore se una persona muore,37.6927,0.3512,0.043,13.1,0,0
allora qual è la mia conclusione,quali sono le mie conclusioni,42.7778,0.0,0.0,5.3,0,0
ci vorrà ancora molto tempo,e ci vorra molto tempo,64.6429,0.75,0.1364,30.2,0,0
si passa quindi agli emendamenti all,si passa agli emendamenti all articolo 97,69.3519,0.7454,0.1111,42.4,0,0
spero in una sua risposta grazie,spero in una sua risposta,61.0317,0.8203,0.1136,57.9,0,0
questa è una presa in giro,e la presa in giro,62.6984,0.433,0.0909,26.7,0,0
il problema è di merito,il problema e di merito,61.1111,0.2757,0.0455,14.3,0,0
la storia gli diede ragione anche qui,la storia gli dara ragione,35.1852,0.75,0.0909,42.7,0,0
les aulneaux un comune francese del dipartimento della sarthe nella regione di pays de la-loire,les aulneaux un comune francese situato nella regione di pays de la loire nel dipartimento della sarthe nella parte occidentale della francia,100.0,1.0,0.5091,100.0,0,0
sono come un pesce nell acqua,e come un pesce in acqua,54.3651,0.4259,0.0674,18.0,0,0
mi potreste aiutare per favore,mi puo aiutare per favore,66.6667,0.75,0.0909,42.7,0,0
la ragione di questo era molto semplice,la ragione era molto semplice,55.7407,0.75,0.0909,30.2,0,0
ora le domande sono le seguenti 1,queste domande sono 1,69.6429,0.5442,0.046,23.0,0,0
non ho ben capito il problema,non ho capito bene il problema,86.0119,0.8535,0.1348,67.3,0,0
il modo in cui stato definito il resto oltre all uguaglianza a   qd + r stata imposta anche una disuguaglianza che era 0 r lrb- d o d lrb- r 0,il come lrb - d - r - r stato impostato sulla legge che e stata creata con il cambiare il mondo e la popolazione,31.0669,0.093,0.0727,1.1,0,0
ma non c è una risposta,ma non e una risposta,61.5741,0.5515,0.1136,20.3,0,0
all articolo 6 il comma 1 è sostituito dal seguente 1,il comma 6 dell articolo 1 e sostituito con il seguente 1,74.0066,0.9139,0.2737,73.5,0,0
ma questo è giusto un parere marginale,ma e un mio parere personale,82.004,0.8067,0.1573,53.7,0,0
il suo sapore è secco acidulo delicato e leggermente frizzante,il sapore e acidulo e gradevole,62.037,0.526,0.0879,19.3,0,0
la posta in gioco è visibilmente questa,questa e la vera posta in gioco,60.8333,0.5357,0.0889,26.3,0,0
dal 1969 la festa stata osservata il terzo di aprile fornendo un fine settimana lungo tre giorni,dal 1969 la festa stata guardare il terzo di aprile questo evento ha un fine settimana lungo tre giorni,51.6865,0.8104,0.1373,20.4,0,0
