Normal,Simple1,SARI_1,METEOR_1,ROUGE_F_1,BLEU_1,Simple2,SARI_2,METEOR_2,ROUGE_F_2,BLEU_2
Ma questa non è necessariamente una buona notizia,Non è una buona notizia.,77.7778,0.755,0.5,38.5,Non è una buona notizia.,77.7778,0.755,0.5,38.5
Questo è un primo passo »,Questo è un primo passo.,68.5185,0.8067,0.6667,53.7,Questo è un primo passo.,68.5185,0.8067,0.6667,53.7
Ma c' è un' altra possibilità .,Ma ci sono altre possibilità,75.1323,0.6356,0.4444,24.7,Ma ci sono altre possibilità,75.1323,0.6356,0.4444,24.7
Quindi effettivamente questo è un grande problema,Questo è un tuo problema.,73.6111,0.8067,0.3333,38.0,Questo è un tuo problema.,73.6111,0.8067,0.3333,38.0
Forse questa è la volta buona,Forse è la volta buona.,70.5556,0.8535,0.5714,51.2,Forse è la volta buona.,70.5556,0.8535,0.5714,51.2
Vi sarà un banchetto informativo e di raccolta fondi,Sarà presente anche un banchetto informativo e di raccolta fondi.,76.2169,0.9729,0.75,58.8,Sarà presente anche un banchetto informativo e di raccolta fondi.,76.2169,0.9729,0.75,58.8
All' udienza dell' 8 febbraio 2005 la causa è stata trattenuta per la decisione .,Alla pubblica udienza dell'11 febbraio 2003 la causa veniva trattenuta in decisione,82.2307,0.7647,0.5833,50.2,Alla pubblica udienza dell'11 febbraio 2003 la causa veniva trattenuta in decisione,82.2307,0.7647,0.5833,50.2
In cosa consiste principalmente la differenza,In che cosa consiste tale differenza?,76.5572,0.7454,0.5455,42.4,In che cosa consiste tale differenza?,76.5572,0.7454,0.5455,42.4
"Il momento , insomma , è estremamente delicato .",Il momento è estremamente delicato,81.9444,0.7324,0.75,67.0,Il momento è estremamente delicato,81.9444,0.7324,0.75,67.0
vedremo adesso come va a finire,Voglio vedere come va a finire.,62.2024,0.8413,0.6,41.1,Voglio vedere come va a finire.,62.2024,0.8413,0.6,41.1
Quali ne sono le cause ?,Quali sono le cause genetiche,62.2222,0.75,0.5,42.7,Quali sono le cause genetiche,62.2222,0.75,0.5,42.7
La porta si chiudeva alle sue spalle .,Chiude la porta alle proprie spalle,100.0,0.9977,1.0,100.0,Chiude la porta alle proprie spalle,100.0,0.9977,1.0,100.0
Non sarebbe infatti la prima volta .,Non è la prima volta,73.6111,0.7118,0.5,28.6,Non è la prima volta,73.6111,0.7118,0.5,28.6
Potrebbe anche essere il contrario,Ora è anche il contrario.,100.0,0.9977,1.0,100.0,Ora è anche il contrario.,100.0,0.9977,1.0,100.0
Ma questo non dovrebbe essere un problema ...,- Si ma non è un problema...,76.6585,0.6401,0.5714,63.9,- Si ma non è un problema...,76.6585,0.6401,0.5714,63.9
"Ma questo è un problema del "" dopo "" .",Questo è un problema centrale,38.75,0.3,0.0,12.7,Questo è un problema grave,38.75,0.3,0.0,12.7
Questo è il problema cruciale .,Questo è stato il problema fondamentale,38.6111,0.7353,0.2857,23.0,Questo è stato il problema fondamentale,38.6111,0.7353,0.2857,23.0
« Ma non è mica la stessa cosa !,Ma certo non è la stessa cosa,78.7662,0.8164,0.75,41.1,Non sono la stessa cosa,61.0185,0.6356,0.5714,35.0
"Siamo , davvero , su un altro pianeta",Qui però siamo su un altro pianeta.,77.4074,0.8032,0.6,51.7,Qui però siamo su un altro pianeta.,77.4074,0.8032,0.6,51.7
« Ma non è una novità .,Ma non è una novità,50.463,0.5515,0.2857,35.0,Ma non è una novità,50.463,0.5515,0.2857,35.0
Non si può più andare avanti così,Non puoi andare avanti così.,56.0185,0.5391,0.25,15.2,Non puoi andare avanti così.,56.0185,0.5391,0.25,15.2
Non ne ho proprio idea !,Non ne ho la minima idea!,46.5675,0.7454,0.7273,35.6,Non ne ho la minima idea!,46.5675,0.7454,0.7273,35.6
"Non tutti gli scienziati , però , sono d' accordo .",Non tutti gli scienziati però sono d'accordo,36.8651,0.3587,0.3077,6.8,Non tutti gli scienziati però sono d'accordo,36.8651,0.3587,0.3077,6.8
"Grazie , attendo una vostra risposta",Grazie attendo una tua risposta.,44.0476,0.526,0.0,18.0,Grazie attendo una tua risposta.,44.0476,0.526,0.0,18.0
Nel complesso il giudizio è : ottimo,Nel complesso quindi il giudizio è estremamente positivo.,48.7103,0.8302,0.3636,26.1,Nel complesso quindi il giudizio è estremamente positivo.,48.7103,0.8302,0.3636,26.1
Non gli si può dare torto,Non poteva dar - gli torto.,21.2698,0.3235,0.0,11.4,Non poteva dar - gli torto.,21.2698,0.3235,0.0,11.4
"Non è un caso , ovviamente",Non è certo un caso.,68.5979,0.4808,0.2222,21.6,Non è certo un caso.,68.5979,0.4808,0.2222,21.6
E questo è un punto fermo e inamovibile,Questo è un bel punto fermo.,50.8333,0.5174,0.0,15.6,Questo è un bel punto fermo.,50.8333,0.5174,0.0,15.6
Ma la questione è tutt' altro che risolta .,Ma la questione è tutt'altra,42.6389,0.4991,0.8571,21.4,Ma la questione è tutt'altra,42.6389,0.4991,0.8571,21.4
"Sono in buona compagnia , allora .",Purtroppo è in buona compagnia,41.3889,0.5889,0.5714,39.8,Purtroppo è in buona compagnia,41.3889,0.5889,0.5714,39.8
"Posto ai voti , l' emendamento 42.0.1 , viene respinto .",Posto ai voti l'emendamento 5. 0. 1 è respinto,62.1221,0.5261,1.0,17.5,Posto ai voti l'emendamento 5. 0. 1 è respinto,62.1221,0.5261,1.0,17.5
Ma la questione è tutt' altro che risolta,Ma la questione è un'altra.,70.0,0.7014,0.5,45.5,Ma la questione più grave è un'altra.,51.2698,0.6282,0.4,23.4
Ma ne varrebbe la pena,Ma ne vale quasi sempre la pena.,72.4146,0.6817,0.3636,25.8,Ma ne vale quasi sempre la pena.,72.4146,0.6817,0.3636,25.8
"Perché il punto , naturalmente , è questo",È esattamente questo il punto.,70.0,0.5391,0.2857,16.3,È esattamente questo il punto.,70.0,0.5391,0.2857,16.3
"C' era una cosa che non andava , tuttavia .",Ci sono alcune cose che non vanno,83.75,0.8413,0.6667,48.9,Ci sono alcune cose che non vanno,83.75,0.8413,0.6667,48.9
Beh spero di essere stato chiaro,Spero di essere stato chiaro.,53.4722,0.625,0.5,18.0,Spero di essere stato chiaro.,53.4722,0.625,0.5,18.0
""" Siamo appena all' inizio",E siamo solo agli inizi.,91.8056,0.83,0.75,76.0,E siamo solo agli inizi.,91.8056,0.83,0.75,76.0
"Non tutto il male viene per nuocere , però",Non tutto il male verrà per nuocere.,38.8431,0.7361,0.6667,41.1,Non tutto il male verrà per nuocere.,38.8431,0.7361,0.6667,41.1
Ciò non è più un problema ),Non è più un problema.,64.6296,0.7014,0.5,43.0,Non è più un problema.,64.6296,0.7014,0.5,43.0
« Il primo passo è stato fatto .,Il primo passo era fatto,45.8796,0.6356,0.5714,35.0,Il primo passo era fatto,45.8796,0.6356,0.5714,35.0
"Si sostituisca il comma 1 dell' articolo 20 con il seguente : "" 1 .","Il comma 11 dell'articolo 22 è sostituito dal seguente : "" 11",73.4856,0.5752,0.4444,43.2,"Il comma 8 dell'articolo 14 è sostituito dal seguente : "" 8",73.4856,0.5752,0.4444,43.2
è a quest' ultima domanda che tutti vorrebbero dare una risposta,è una domanda a questa domanda.,58.8901,0.6392,0.4,34.2,è una domanda a questa domanda.,58.8901,0.6392,0.4,34.2
La strada è tutta in salita,La strada collinare è in salita.,60.205,0.8036,0.5,32.2,La strada collinare è in salita.,60.205,0.8036,0.5,32.2
"articolo 3 , comma 122 , della legge 24 dicembre 2003 , n. 350 , è sostituito dal seguente :",Il comma 29 dell'articolo 17 della legge n. 449 del 27 dicembre 1997 è sostituito dal seguente : « 29.,92.3677,0.8768,1.0,83.4,Il comma 29 dell'articolo 17 della legge n. 449 del 27 dicembre 1997 è sostituito dal seguente : « 29.,92.3677,0.8768,1.0,83.4
Ma è proprio la verità ?,Ma sarà proprio la verità,45.1389,0.5111,0.2857,23.6,Ma sarà proprio la verità,45.1389,0.5111,0.2857,23.6
"La cosa , tuttavia , non era totalmente disperata",La cosa non è tuttavia facile.,100.0,0.9985,1.0,100.0,La cosa non è tuttavia facile.,100.0,0.9985,1.0,100.0
Questa è una nostra caratteristica da sempre,è questa una nostra caratteristica.,55.3241,0.5391,0.2857,16.3,è questa una nostra grande caratteristica.,57.4074,0.3571,0.0,9.3
Questa è un' altra domanda che mi pongo,è una domanda che non porgo.,79.1534,0.7934,0.5714,26.3,è una domanda che non porgo.,79.1534,0.7934,0.5714,26.3
Ti mando un libercolo sull' argomento .,mando un libercolo su questi argomenti,95.2381,0.8676,0.9091,84.6,mando un libercolo su questi argomenti,95.2381,0.8676,0.9091,84.6
Per ulteriori informazioni telefonare allo 02733172,Per informazioni telefonare allo 045974155.,60.1852,0.5718,0.4,17.4,Per informazioni telefonare allo 045974155.,60.1852,0.5718,0.4,17.4
"In attesa di cortese riscontro , si porgono distinti saluti",In attesa di cortese riscontro porge distinti saluti.,75.6944,0.8819,0.7143,59.7,In attesa di cortese riscontro porge distinti saluti.,75.6944,0.8819,0.7143,59.7
"Eh sì , era già l' inizio della fine .",E fu l'inizio della fine,35.6151,0.3178,0.75,21.4,è l'inizio della fine,41.1706,0.4406,1.0,24.9
Vi potrebbe essere anche un secondo aspetto,Vi è poi un secondo aspetto.,82.8571,0.9654,0.5714,48.9,Vi è poi un secondo aspetto.,82.8571,0.9654,0.5714,48.9
Ma il problema evidentemente non è questo .,Ma non è il solo problema,46.4646,0.4769,0.0,14.6,Ma non è il solo problema,46.4646,0.4769,0.0,14.6
Insieme tutto è più facile .,Da lì è stato tutto più facile,43.75,0.2857,0.2,9.3,Da lì è stato tutto più facile,43.75,0.2857,0.2,9.3
I motivi sono fondamentalmente due .,I motivi principali sono due,69.4444,0.75,0.5,30.2,I motivi principali sono due,69.4444,0.75,0.5,30.2
"Questa , però , è semplicemente la mia opinione .",Ma questa è solo la mia opinione,89.5833,0.8552,0.8,61.5,Ma questa è solo la mia opinione,89.5833,0.8552,0.8,61.5
"Una differenza , però , c' è",C'è però una differenza fondamentale.,77.8175,0.999,1.0,64.3,C'è però una differenza fondamentale.,77.8175,0.999,1.0,64.3
"Il problema , però , è un altro",C'è anche un altro problema.,53.1019,0.125,0.0,6.9,Il problema può essere un altro.,57.4074,0.1899,0.0,7.5
"Il fenomeno è in crescita , ovunque",Eppure il fenomeno è in crescita.,72.6984,0.7454,0.4444,53.3,Eppure il fenomeno è in crescita.,72.6984,0.7454,0.4444,53.3
""" Non sarebbe una novità",Questo non è una novità.,76.9841,0.7014,0.2857,32.2,Questo non è una novità.,76.9841,0.7014,0.2857,32.2
Questa è la cosa principale » .,Oggi è la cosa principale,32.5397,0.1471,0.0,10.4,Oggi è la cosa principale,32.5397,0.1471,0.0,10.4
"Ma questa , comunque , è un' altra storia",Ma anche questa è un'altra storia.,34.0774,0.4509,0.5,15.6,Ma anche questa è un'altra storia.,34.0774,0.4509,0.5,15.6
C' è poi un' altra questione,C'è poi l'altra questione.,47.2421,0.2273,0.0,7.0,C'è poi l'altra questione.,47.2421,0.2273,0.0,7.0
Ma il punto non è neanche questo,Ma non è qui il punto.,80.6878,0.9654,0.5714,41.1,Ma non è qui il punto.,80.6878,0.9654,0.5714,41.1
Ma non era quello l' unico problema,Ma non è l'unico problema.,56.4286,0.6205,1.0,32.2,Ma non è l'unico problema.,56.4286,0.6205,1.0,32.2
Questa è solo la mia opinione,è SOLO la mia modesta opinione.,56.0317,0.8413,0.5,19.6,è SOLO la mia modesta opinione.,56.0317,0.8413,0.5,19.6
""" C' è ancora del lavoro da fare",C'è ancora molto lavoro comune da fare.,53.3478,0.8951,0.6667,30.5,C'è ancora molto lavoro comune da fare.,53.3478,0.8951,0.6667,30.5
Non è cosa da poco,Davvero non è poca cosa.,69.4444,0.526,0.0,19.3,Davvero non è poca cosa.,69.4444,0.526,0.0,19.3
"Per quanto attiene ai servizi pubblici , la microzona è servita marginalmente da linee del Tram urbano ed extraurbano .","Per quanto attiene ai servizi pubblici, la microzona è servita da numerose linee del Tram urbano",71.7053,0.9306,0.8148,76.2,"Per quanto attiene ai servizi pubblici, la microzona è servita da numerose linee del Tram urbano",71.7053,0.9306,0.8148,76.2
Questo è solo l' inizio,Certo è solo l'inizio.,36.6667,0.2206,0.6667,10.4,Certo è solo l'inizio.,36.6667,0.2206,0.6667,10.4
"Il problema , ovviamente , non è tecnologico .",Il problema non è tecnologico,77.3773,0.6468,0.75,54.9,"Il problema non è né facile, né banale",55.1227,0.5975,0.3636,31.6
C' è un particolare però,C'è però un piccolo particolare.,33.5317,0.5743,0.0,7.7,C'è però un piccolo particolare.,33.5317,0.5743,0.0,7.7
"La Commissione prosegue l' esame , rinviato nella seduta di ieri , 29 luglio 2004 .",La Commissione prosegue l'esame rinviato nella seduta del 16 luglio 1998,56.7632,0.6901,0.8182,34.5,La Commissione prosegue l'esame rinviato nella seduta del 16 luglio 1998,56.7632,0.6901,0.8182,34.5
"Qual è la strada , allora",Qual è la tua strada?,50.463,0.5391,0.0,17.3,Qual è la tua strada?,50.463,0.5391,0.0,17.3
Ne hanno parlato anche i giornali .,Ne abbiamo parlato con i giornali,45.463,0.526,0.2,19.3,Ne abbiamo parlato con i giornali,45.463,0.526,0.2,19.3
« Il problema è proprio quello,Il problema è proprio qui.,60.1587,0.8152,0.5714,29.1,Il problema è proprio qui.,60.1587,0.8152,0.5714,29.1
è semplicemente una storia d' amore disperato ?,è una storia d'amore,44.3056,0.5077,1.0,46.3,è una storia d'amore,44.3056,0.5077,1.0,46.3
"Com' è la situazione , oggi ?",Com'è la situazione economica,30.9722,0.7217,0.5714,19.4,Com'è la situazione economica,30.9722,0.7217,0.5714,19.4
Per molti sono un sogno .,Doveva essere stato assolutamente un sogno,69.0476,0.5011,0.2222,18.0,Doveva essere stato assolutamente un sogno,69.0476,0.5011,0.2222,18.0
Ma questo è soltanto l' inizio .,Invece era solo l'inizio,53.373,0.3233,0.75,24.9,Invece era solo l'inizio,53.373,0.3233,0.75,24.9
"L' articolo 630 del codice penale è sostituito dal seguente : "" Art",L'articolo 323 del codice penale è sostituito con il seguente : « Art,88.7351,0.8106,1.0,84.5,L'articolo 323 del codice penale è sostituito con il seguente : « Art,88.7351,0.8106,1.0,84.5
Non sarebbe sicuramente la stessa cosa .,""" Non siete la stessa cosa",66.6667,0.5435,0.4444,25.6,Ma non è stata la stessa cosa,71.5278,0.6914,0.4,30.7
"All' articolo 32 è aggiunto , infine , il seguente comma : "" 7",All'articolo 1 è aggiunto il seguente comma : 12.,70.4192,0.5863,0.5714,48.6,All'articolo 1 è aggiunto il seguente comma : 12.,70.4192,0.5863,0.5714,48.6
"La seduta è tolta ( ore 13,15 ) .","Alle ore 15, 15 la seduta è tolta",72.0833,0.8179,0.6667,35.5,"Alle ore 15, 15 la seduta è tolta",72.0833,0.8179,0.6667,35.5
« è però un gatto che si morde la coda .,è un cane che si morde la coda,53.3333,0.8648,0.6667,54.1,è un cane che si morde la coda,53.3333,0.8648,0.6667,54.1
Oggi purtroppo non è più così »,Oggi non può più essere così.,100.0,0.9985,1.0,100.0,Oggi non può più essere così.,100.0,0.9985,1.0,100.0
L' attività didattica della candidata è piuttosto rilevante,Buona è l'attività didattica della candidata.,51.746,0.6692,1.0,42.4,Buona è l'attività didattica della candidata.,51.746,0.6692,1.0,42.4
Meglio non entrare nei dettagli .,Non possiamo entrare nei dettagli,66.6667,0.75,0.5,42.7,Non possiamo entrare nei dettagli,66.6667,0.75,0.5,42.7
Ovviamente questo è sempre un mio pensiero .,questo è il mio pensiero,50.6019,0.6356,0.2857,24.7,Questo è il mio pensiero,50.6019,0.6356,0.2857,19.4
Ma c' è un altro problema aperto,Il problema può essere un altro.,57.414,0.6371,0.2222,27.8,Il problema può essere un altro.,57.414,0.6371,0.2222,27.8
"Sussistono , comunque , giuste ragioni per compensare integralmente fra le parti le spese del giudizio",Sussistono ragioni per compensare tra le parti le spese di giudizio.,87.5403,0.9281,0.8571,85.0,Sussistono ragioni per compensare tra le parti le spese di giudizio.,87.5403,0.9281,0.8571,85.0
Ma oramai la frittata era fatta,Adesso la frittata è fatta.,36.8651,0.625,0.2857,23.0,Adesso la frittata è fatta.,36.8651,0.625,0.2857,23.0
"allora , qui il discorso è complesso .",Qui il discorso è complesso,61.0317,0.7118,0.5,28.6,Qui il discorso è complesso,61.0317,0.7118,0.5,28.6
Non entriamo ulteriormente nel merito .,« Non voglio entrare nel merito,74.7619,0.7353,0.5,32.5,« Non voglio entrare nel merito,74.7619,0.7353,0.5,32.5
Ma questa non è più una novità .,Non è più una novità,46.2963,0.75,0.3333,30.2,Non è più una novità,46.2963,0.75,0.3333,30.2
Ma sapevo che non era vero .,So che non è facile,81.746,0.6727,0.5714,32.6,So che non è facile,81.746,0.6727,0.5714,32.6
Ma questo non è necessariamente un male .,E non fu un male,63.8095,0.3319,0.1818,13.0,E non fu un male,63.8095,0.3319,0.1818,13.0
"- Oh , quello non era un problema .",- Non è un tuo problema,49.7917,0.1961,0.0,9.7,- Non è un tuo problema,49.7917,0.1961,0.0,9.7
""" Questo è un vero scandalo",Questo è un altro scandalo.,47.5198,0.526,0.0,16.2,Questo è un altro scandalo.,47.5198,0.526,0.0,16.2
Il giudizio globale è : buono .,Il giudizio è abbastanza buono,79.3651,0.8203,0.5714,40.9,Il giudizio è abbastanza buono,79.3651,0.8203,0.5714,40.9
Nel ringraziar- vi per l' attenzione vi porgo cordiali saluti .,Ringrazio anticipatamente per l'attenzione e porgo cordiali saluti,46.3465,0.3796,0.5,11.6,Ringrazio anticipatamente per l'attenzione e porgo cordiali saluti,46.3465,0.3796,0.5,11.6
Questa è una bella notizia,è proprio una bella notizia.,54.2262,0.526,0.0,19.3,è proprio una bella notizia.,54.2262,0.526,0.0,19.3
Su questo saremo d' accordo .,Possiamo essere d'accordo su questo,47.0833,0.0581,0.3333,5.9,Possiamo essere d'accordo su questo,47.0833,0.0581,0.3333,5.9
Questo è un discorso molto importante .,Questo è un altro discorso,66.6667,0.75,0.3333,42.7,Questo è un altro discorso,66.6667,0.75,0.3333,42.7
Una cosa è però certa,E un'altra cosa è certa.,59.7817,0.625,0.0,32.5,E un'altra cosa è certa.,59.7817,0.625,0.0,32.5
Il giudizio complessivo è : buono .,Il giudizio complessivo è buono,49.0741,0.75,0.3333,23.6,Il giudizio complessivo è buono,49.0741,0.75,0.3333,23.6
Cosa si può dire a riguardo ?,Cosa può dire al riguardo,51.8056,0.2206,0.0,9.4,Cosa può dire a questo riguardo,46.9907,0.2899,0.0,9.7
"Questa è una occasione diversa """,Questa è una buona occasione.,73.6111,0.8067,0.3333,38.0,Questa è una buona occasione.,73.6111,0.8067,0.3333,38.0
E questa è finalmente una buona notizia,E questa è la buona notizia.,41.5278,0.4189,0.2857,14.5,E questa è la buona notizia.,41.5278,0.4189,0.2857,14.5
C' è tutto quello che sappiamo .,Tutto quello che sai è falso,43.9352,0.625,0.5,32.5,Tutto quello che sai è falso,43.9352,0.625,0.5,32.5
E questa è una grande cosa,Ed è una grande cosa.,59.6429,0.8067,0.3333,38.0,Ed è una grande cosa.,59.6429,0.8067,0.3333,38.0
Ma ciò non è successo,Ma così non è successo.,79.1667,0.8067,0.3333,53.7,Ma così non è successo.,79.1667,0.8067,0.3333,53.7
""" chiaro che c' è una differenza sostanziale .",C'è una differenza sostanziale,40.9722,0.9375,0.3333,16.4,C'è una differenza sostanziale,40.9722,0.9375,0.3333,16.4
"Il ricorso va integralmente , pertanto , respinto",Il ricorso va pertanto respinto.,47.2222,0.1667,0.0,9.7,Il ricorso va pertanto respinto.,47.2222,0.1667,0.0,9.7
"Si esprime , pertanto , un giudizio altamente positivo .",Pertanto si esprime un giudizio positivo,70.7702,0.8067,0.6,32.5,Pertanto si esprime un giudizio positivo,70.7702,0.8067,0.6,32.5
Conseguentemente all' articolo 6 sostituire il comma 1 con il seguente : « 1,All'articolo 5 : il comma 1 è sostituito dai seguenti : « 1.,60.1758,0.6304,0.4444,49.5,All'articolo 5 : il comma 1 è sostituito dai seguenti : « 1.,60.1758,0.6304,0.4444,49.5
Questo è uno dei problemi,Questo è un problema essenziale.,84.0278,0.8067,0.6667,32.5,Questo è un problema essenziale.,84.0278,0.8067,0.6667,32.5
è un problema di tutti,Questo è un nostro problema.,78.4722,0.8067,0.3333,38.0,Questo è un nostro problema.,78.4722,0.8067,0.3333,38.0
Nell' attesa di una vostra gentile risposta vi porgo i miei saluti .,In attesa di una gradita risposta porgo i distinti saluti,75.7937,0.7789,0.5556,39.3,In attesa di una gradita risposta porgo i distinti saluti,75.7937,0.7789,0.5556,39.3
Ma è molto difficile preveder- le .,è molto difficile da prevedere,100.0,0.996,1.0,66.9,"è stato molto difficile, intenso ma anche molto naturale",51.0317,0.2727,0.2,8.4
"Ma di cosa si tratta , esattamente",Ma di che cosa si tratta esattamente?,81.5741,0.8294,0.7273,54.1,Ma di che cosa si tratta esattamente?,81.5741,0.8294,0.7273,54.1
"Va al mercato delle riforme , e se ne prende un pezzo .",Va al mercato delle imprese e ne ha un pezzo,35.3277,0.5952,0.3,25.6,Va al mercato delle imprese e ne ha un pezzo,35.3277,0.5952,0.3,25.6
"Non è una scelta consigliabile "" .",Non è una sua scelta,48.3796,0.4642,0.0,17.0,Non è stata dunque una scelta facile,70.0463,0.6914,0.4444,30.7
E questa è una buona notizia .,Ed è una buona notizia,53.8889,0.75,0.6667,42.7,Ed è una buona notizia,53.8889,0.75,0.6667,42.7
Non sarebbe nemmeno una novità,E non era una novità.,74.1667,0.5718,0.2222,24.6,E non era una novità.,74.1667,0.5718,0.2222,24.6
Questo è un grosso errore .,Ed è un grande errore,56.6667,0.2,0.0,12.7,Ed è un grande errore,56.6667,0.2,0.0,12.7
"Quanto meno , questo è il mio parere",Questo è il mio modesto parere.,48.7698,0.712,0.2222,17.0,Questo è il mio modesto parere.,48.7698,0.712,0.2222,17.0
E non è davvero questo il caso .,Non è il solo caso,65.4762,0.3758,0.0,10.4,Non è il solo caso,65.4762,0.3758,0.0,10.4
Ma ci sono problemi ulteriori .,Ma c'è un grosso problema,70.3704,0.8413,0.5,11.5,Ma c'è un grosso problema,70.3704,0.8413,0.5,11.5
"In attesa di un risposta , porgo i saluti più distinti .",In attesa di una vostra risposta porgiamo distinti saluti,100.0,0.9993,1.0,100.0,In attesa di una vostra risposta porgiamo distinti saluti,100.0,0.9993,1.0,100.0
Ma si sa come va a finire !,Sapete come va a finire?,59.6429,0.8067,0.5,38.0,Sapete come va a finire?,59.6429,0.8067,0.5,38.0
"La risposta è , ovviamente , no .",Ovviamente la risposta è no,54.6296,0.4642,0.0,15.8,La risposta è stata no,64.4841,0.6559,0.5714,30.3
"Non sono "" troppo "" d' accordo",Qui non siamo d'accordo.,48.3333,0.1471,0.25,10.4,Non sono esattamente d'accordo.,58.6111,0.3758,0.5,10.4
Ma di questo potremmo parlare un' altra volta,Ma ne parliamo un'altra volta.,39.3651,0.2662,0.3333,10.9,Ma ne parliamo un'altra volta.,39.3651,0.2662,0.3333,10.9
A cosa si riferisce in particolare ?,A che cosa si riferisce,44.8611,0.4099,0.1818,7.0,A che cosa si riferisce,44.8611,0.4099,0.1818,7.0
Ma questo è un problema di tutti o quasi,Ma questo è un problema relativo.,70.8333,0.8413,0.75,64.3,Ma questo è un problema relativo.,70.8333,0.8413,0.75,64.3
C' è poi un altro particolare .,Ma è un altro particolare,76.6667,0.6727,0.5714,54.8,Ma è un altro particolare,76.6667,0.6727,0.5714,54.8
Anche questa non è una novità .,E non è una novità,48.3333,0.6356,0.2857,19.4,E non è una novità,48.3333,0.6356,0.2857,19.4
"Per chi ne volesse sapere di più , vada su",Per saper - ne di più vai su sito,75.8207,0.6543,0.75,30.0,Per saper - ne di più vai su www. comune. monza. mi. it >,82.26,0.6792,0.7,41.2
Non è una cosa di ieri .,Non è proprio una cosa semplice,40.8333,0.7353,0.2857,23.0,Non è una cosa reale,66.6667,0.7938,0.6667,66.9
Ma oggi le cose sono cambiate »,Ma oggi molte cose sono cambiate.,67.381,0.9067,0.6,23.6,Ma oggi molte cose sono cambiate.,67.381,0.9067,0.6,23.6
"La seduta , sospesa alle 11.30 , è ripresa alle 12.30",La seduta sospesa alle 11. 30 è ripresa alle 15. 30.,64.2525,0.7489,1.0,26.6,La seduta sospesa alle 11. 30 è ripresa alle 15. 30.,64.2525,0.7489,1.0,26.6
"La Commissione prosegue la discussione congiunta , rinviata nella seduta del 23 febbraio 2005 .",La Commissione prosegue la discussione rinviata nella seduta del 2 febbraio 2005,76.9444,0.9139,0.8182,76.9,La Commissione prosegue la discussione rinviata nella seduta del 2 febbraio 2005,76.9444,0.9139,0.8182,76.9
Era proprio questo il problema,Ma è proprio qui il problema.,57.8175,0.5174,0.0,15.6,Questo è il nostro problema.,79.3056,0.8067,0.3333,38.0
"articolo 1 , inserire il seguente : « Art",Dopo l'articolo 23 è inserito il seguente : Art,51.351,0.4889,0.5714,31.6,Dopo l'articolo 51 è inserito il seguente : Art,51.351,0.4889,0.5714,31.6
Ma il punto fondamentale è un altro .,Un altro punto è chiaramente politico,60.7143,0.5773,0.2857,16.2,Un altro punto è chiaramente politico,60.7143,0.5773,0.2857,16.2
"E , purtroppo , non è questo il caso »",Questo non è il caso.,77.5758,0.755,0.5,27.2,Questo non è il caso.,77.5758,0.755,0.5,27.2
Questa è una pericolosissima novità,Questa è stata un'altra novità.,60.8995,0.4259,0.0,18.0,Questa è stata un'altra novità.,60.8995,0.4259,0.0,18.0
"10 Gli rispose Gesù : "" Tu sei maestro in Israele e non sai queste cose","11 Gli risposerono : "" Non temere in Israele e non temere.",17.3361,0.3389,0.2727,15.7,"11 Gli risposerono : "" Non temere in Israele e non temere.",17.3361,0.3389,0.2727,15.7
- Ma come fai a dir- lo ?,E soprattutto come fare a dir - lo,63.9707,0.8294,1.0,54.1,E soprattutto come fare a dir - lo,63.9707,0.8294,1.0,54.1
"La Commissione prosegue la discussione congiunta , rinviata nella seduta del 23 febbraio 2005",La Commissione prosegue la discussione rinviata nella seduta del 2 febbraio 2005.,82.7381,0.9209,0.8182,76.1,La Commissione prosegue la discussione rinviata nella seduta del 2 febbraio 2005.,82.7381,0.9209,0.8182,76.1
"E questo decisamente , non è un bel vedere",Non è un bel vedere.,88.8258,0.8676,0.8571,64.3,Non è un bel vedere.,88.8258,0.8676,0.8571,64.3
"Sospende , quindi , brevemente la seduta","Quindi, ha sospeso la seduta.",53.3532,0.6148,0.25,24.4,"Quindi, ha sospeso la seduta.",53.3532,0.6148,0.25,24.4
Conseguentemente l' articolo 21 è soppresso .,L'articolo 18 è soppresso,56.1111,0.3233,0.3333,24.9,L'articolo 18 è soppresso,56.1111,0.3233,0.3333,24.9
A disposizione ci sono 27 milioni di euro .,Sono 222 i milioni di euro a disposizione,100.0,0.999,1.0,100.0,Sono 222 i milioni di euro a disposizione,100.0,0.999,1.0,100.0
"Comunque , già questo è un problema",Questo è un enorme problema.,73.6111,0.8067,0.3333,38.0,Questo è un enorme problema.,73.6111,0.8067,0.3333,38.0
E allora il problema dov' è,Dove è stato allora il problema?,54.7619,0.4827,0.25,24.4,Dove è stato allora il problema?,54.7619,0.4827,0.25,24.4
Ma questi non sono i veri problemi,Ma i problemi non sono questi.,76.4646,0.8036,0.6,32.2,Ma il problema non è questo ».,46.4087,0.1408,0.0,6.6
Ma la verità è proprio questa .,Questa è la grande verità,63.8889,0.1695,0.0,12.7,Ma la verità storica è un'altra,47.2222,0.1667,0.0,9.7
"Non sarà un problema , comunque "" .",Non è un problema mio,86.1111,0.7938,0.6667,66.9,Non è un problema mio,86.1111,0.7938,0.6667,66.9
Ma il problema è esattamente questo,il mio problema è questo.,31.8056,0.4574,0.0,16.3,il mio problema è questo.,31.8056,0.4574,0.0,16.3
