Normal,Simple,SARI,METEOR,ROUGE_F,BLEU,SPEARMAN_CORRELATION,PEARSON_CORRELATION
E questo è solo il primo passo,è stato il primo passo,100.0,0.996,1.0,100.0,0,0
Non sarebbe un problema da poco,Non è un problema,68.2143,0.5597,0.2857,16.7,0,0
"Come si combatte , allora , il terrorismo",Come combattere allora il terrorismo,61.8056,0.4642,0.2,17.0,0,0
Questa non è casa mia,Non è mica solo mia la casa,61.1111,0.607,0.0,15.6,0,0
Forse è proprio qui la differenza,La differenza è stata tutta qui,100.0,0.9977,1.0,100.0,0,0
L'equazione di Dirac è l'equazione d'onda che descrive in modo relativisticamente invariante il moto delle particelle a spin semintero (fermioni,L'equazione di Dirac è un equazione d'onda che descrive in modo approssimativo il moto delleteroidi a spin graduato ( fermo o fermissimi,37.0283,0.6467,0.5263,29.4,0,0
Ma non è certo l' unico caso,Non è l'unico caso,63.3929,0.4406,0.0,11.5,0,0
"Sostituire i commi 3 e 4 con il seguente : "" 3",I commi da 3 a 4 sono sostituiti con i seguenti : 3,100.0,0.9998,1.0,100.0,0,0
Tolstoj credeva che l'essere cristiano gli imponesse di essere pacifista; le conseguenze dell'essere pacifista e l'apparente inevitabilità della guerra da parte del governo lo resero un anarchico filosofico,Tolstoj credeva che l'essere cristiano gli imponesse di essere pacifista ; le conseguenze dell'essere umano furono un anarchico e l'impedimento della guerra da parte del governo lo renderono un leader liberale,40.2723,0.3786,0.12,7.3,0,0
"L' articolo 4 , infine , dispone l' entrata in vigore della legge per il giorno successivo a quello della sua pubblicazione in Gazzetta Ufficiale",L'articolo 4 dispone l'entrata in vigore della legge per il giorno successivo alla sua pubblicazione nella Gazzetta Ufficiale,71.7527,0.74,1.0,71.3,0,0
"È accaduto , invece , esattamente il contrario",Invece è accaduto esattamente il contrario,63.3333,0.7353,0.5,32.5,0,0
E tutto tornerà come prima,Tutto deve tornare come prima,100.0,0.996,1.0,100.0,0,0
non mi è molto chiara questa cosa,Questa cosa non è assolutamente professionale,77.7778,0.6615,0.5,50.8,0,0
"Un altro mondo non è solo possibile , bensì indispensabile",Un altro mondo non è possibile,55.7479,0.8535,0.6667,67.3,0,0
"Sussistono , tuttavia , giusti motivi per compensare integralmente tra le parti le spese di giudizio",Sussistono comunque giusti motivi per compensare tra le parti le spese di giudizio,76.1571,0.9064,0.7826,75.4,0,0
"Le sorprese , dunque , non sono finite",Ma le sorprese non finirono,86.1111,0.7938,0.75,66.9,0,0
"Naturalmente , non sono tutte rose e fiori",Non sono tutte rose e fiori ovviamente,100.0,0.9985,1.0,100.0,0,0
E questo è già un grande successo,è stato un grande successo,49.3056,0.5515,0.25,28.6,0,0
Non è solo un film sperimentale,Non è un un film commerciale,72.381,0.7353,0.5714,35.9,0,0
Tutto è cominciato un anno fa,Tutto è cominciato qualche anno fa,64.0741,0.625,0.25,32.5,0,0
è alto poco più di un metro,È alto più di un metro,39.8106,0.5088,0.5455,36.4,0,0
Allora il punto è proprio questo,Il punto è proprio qui,35.4167,0.3,0.0,12.7,0,0
"Qui , purtroppo , non sono d' accordo",Non sono del tutto d'accordo,30.0397,0.2757,0.4,8.7,0,0
E tutto sarebbe tornato come prima,Tutto deve tornare come prima,100.0,0.996,1.0,100.0,0,0
è molto facile e divertente,Ed è stato molto divertente,55.8532,0.5111,0.0,23.6,0,0
"Si sostituisca il comma 1 dell' articolo 20 con il seguente : "" 1",Il comma 1 dell'articolo 20 è sostituito con il seguente : 1,33.307,0.5215,0.7368,16.7,0,0
"Ma non c’era più nessuno e sul banchetto c’era un biglietto con su scritto ‘categoria completa’, e quindi Effy non avrebbe più potuto iscriversi alla gara","Ma non c ’ era nessuno e sul banchetto c ’ erano posti con scritto ` ` categoria completa ’ ’, e quindi Effy non poteva iscriversi alla gara",15.9088,0.7074,0.6122,25.7,0,0
"L' emendamento 4.91a , posto ai voti , è respinto","Posto ai voti, tale emendamento è respinto",56.1706,0.632,0.3636,38.3,0,0
Solo il tempo potrà dir- lo,Potrà dir - lo solo il tempo,52.1789,0.7934,1.0,43.5,0,0
"Avverte , inoltre , che il relatore ha presentato alcuni nuovi emendamenti ( vedi allegato",Avverte che il relatore ha presentato un emendamento ( vedi allegato,57.791,0.8137,0.6667,58.8,0,0
Non è mica una novità da poco,Non è questo certo una novità,30.1852,0.7353,0.2857,23.0,0,0
"A quel punto, Effy nascose tutte le torce e fece dei rumori sinistri finché tutti si spaventarono e strillarono e la costrinsero a restituire le torce","A quel punto, Effy nascose tutte le torce e fece dei rumori sinistri finché tutti si spaventarono e cominciarono a piangere",27.3231,0.7445,0.7556,68.9,0,0
Non si tratta assolutamente della stessa cosa,Non si tratta di poca cosa,100.0,0.9977,1.0,100.0,0,0
Oggi evidentemente le condizioni sono cambiate,Ma ormai le condizioni sono cambiate,66.6667,0.7782,0.6667,50.8,0,0
"Già , come faccio a dir- lo",E soprattutto come fare a dir - lo,63.2961,0.8294,1.0,54.1,0,0
è una questione di rispetto,è anche una questione di rispetto,100.0,0.9977,1.0,100.0,0,0
E questa è una realtà,è una realtà terribile,40.4762,0.5215,0.0,27.5,0,0
"Egli affermò che l'escissione doveva essere radicale e che tutto il tessuto malato doveva essere rimosso, il che includeva l'uso dell'amputazione o la rimozione delle vene che correvano in direzione del tumore","Egli affermò che l'uscissione doveva essere radicale e che tutto il tessuto malato doveva essere isolato, il che significava l'uso dell'amputare o la rimuoveva in direzione del tumore",34.2193,0.6773,0.6032,45.8,0,0
"In caso di mancata pubblicazione dei decreti di programmazione annuale , la determinazione delle quote e disciplinata in conformità con gli ultimi decreti pubblicati ai sensi del presente testo unico nell' anno precedente","In caso di mancata pubblicazione dei decreti di programmazione annuale, la determinazione delle quote è disciplinata in conformità con gli ultimi decreti pubblicati ai sensi del presente testo unico nell'anno precedente",65.34,0.9114,1.0,85.7,0,0
"Ma , ovviamente , questo non è sufficiente",Ma non poteva essere sufficiente,42.9563,0.3,0.0,14.1,0,0
Questo è un altro punto importante,Questo è un altro punto incerto,28.7927,0.83,0.75,76.0,0,0
Invece è proprio vero il contrario,È vero proprio il contrario,68.5185,0.75,0.3333,23.6,0,0
La Commissione unanime esprime quindi il seguente giudizio complessivo : appena sufficiente,La Commissione unanime esprime quindi il seguente giudizio complessivo : sufficiente,66.2698,0.8399,0.8421,81.6,0,0
Ma di questo potremmo parlare un' altra volta,Ma di questo parleremo più diffusamente un'altra volta,47.1296,0.5011,0.5333,16.5,0,0
Sarebbe proprio una bella idea,è stata una grande idea,77.5132,0.6356,0.2857,35.0,0,0
"Le sorprese , comunque , potrebbero non essere finite","Le sorprese, tuttavia, non erano finite",54.6296,0.5091,0.2,7.3,0,0
Cosa si può fare per migliorare il mondo,Cosa possiamo fare per migliorare il mondo,100.0,0.9985,1.0,100.0,0,0
Quali sono i passaggi più spettacolari,Quali sono i passi principali,41.5873,0.5889,0.5,39.8,0,0
36 Il lavoratore ha diritto ad una retribuzione proporzionata alla quantità e qualità del suo lavoro e in ogni caso sufficiente ad assicurare a sé e alla famiglia un' esistenza libera e dignitosa,36 - Il lavoratore ha diritto ad una retribuzione proporzionata alla quantità e qualità del suo lavoro e in ogni caso sufficientemente ad assicurare a sé e alla sua famiglia un'esistenza libera e dignitosa,77.4348,0.9217,1.0,89.4,0,0
"Qual è la sua ricetta , allora",La sua ricetta qual è,45.2742,0.8203,0.5714,24.7,0,0
La proposta è stata accolta,La proposta fu accolta unanimemente,76.3889,0.75,0.5,42.7,0,0
"La situazione , purtroppo , è sotto gli occhi di tutti",La situazione economica è sotto gli occhi di tutti,66.6667,0.735,0.625,48.9,0,0
"Domanda utilizzando esclusivamente il modello 47754 indirizzato alla Giunta comunale di competenza, con l'indicazione dettagliata dell'oggetto e delle argomentazioni a sostegno del ricorso medesimo e a controdeduzione dei motivi contenuti nel provvedimento di primo grado",domandare esclusivamente il modello 47454 indirizzato alla Giunta comunale di competenza dell'oggetto e quindi le argomentazione a supporto del ricorso medesimo e a favore del ricorrente,16.4568,0.4286,0.3871,24.6,0,0
Vi era tuttavia un rovescio della medaglia,È il rovescio della medaglia,100.0,0.996,1.0,100.0,0,0
E questa è una guerra,Questa è una guerra come nessun'altra,52.6984,0.5773,0.25,30.2,0,0
articolo 119 della Costituzione sostituito dal seguente,"L'articolo 119 della Costituzione è sostituito dal seguente : "" Art. 135",53.5816,0.6344,0.8889,52.4,0,0
E quello dei laziali non è un caso isolato,E non è un caso,86.5242,0.8441,0.8571,81.9,0,0
"articolo 37 , aggiungere il seguente : « Art",Dopo l'articolo 37 aggiungere il seguente : « Art,43.0769,0.4733,0.7143,18.9,0,0
Non si capisce più niente,Non voglio capire più niente,66.6667,0.5111,0.25,23.6,0,0
Potrebbe essere quello il problema,Il problema è proprio quello,100.0,0.996,1.0,100.0,0,0
"In definitiva , quindi , l' appello deve essere rigettato",L'appello deve essere rigettato,39.3849,0.5077,1.0,46.3,0,0
Ma forse il problema è un altro,Il vero problema sono sempre gli altri,100.0,0.9985,1.0,100.0,0,0
Ci fu un lungo silenzio,Ci fu un altro silenzio,47.2222,0.1695,0.0,10.4,0,0
"La seduta , sospesa alle 9.35 , riprende alle 20",La seduta sospesa alle 10. 35 riprende alle 14. 35,65.609,0.7011,0.4706,25.2,0,0
Si tratta probabilmente di un errore,Si tratta di un gravissimo errore,76.3889,0.8067,0.6,53.7,0,0
È stata una cosa da nulla,È stata una cosa strana,45.8333,0.535,0.0,20.8,0,0
