Normal,Simple,SARI,METEOR,ROUGE_F,BLEU,SPEARMAN_CORRELATION,PEARSON_CORRELATION
gli attori sono tutti straordinari,sono bravi tutti gli attori,100.0,0.996,1.0,100.0,0,0
in che modo le qualità paesaggistiche riscontrate rischiano di essere intaccate dalla realizzazione dell' intervento,in che modo le qualita paesaggistiche riscontrate potrebbero essere intatte dalla realizzazione dell'intervento,20.5773,0.4286,0.4286,19.6,0,0
ma la buona notizia non è questa,ma non e una buona notizia,68.0754,0.7353,0.5,32.5,0,0
dovrebbe essere questa l ipotesi,questa e una mia ipotesi,79.1667,0.75,0.5714,42.7,0,0
tutto era successo dopo che aveva bevuto il traspasucco,tutto era successo dopo che aveva bevuto il traspasucco,100.0,0.9993,1.0,100.0,0,0
poiché le pagine della cache possono essere facilmente eliminate e riutilizzate alcuni sistemi operativi in particolare windows nt segnalano persino l' utilizzo della cache della pagina come memoria gratuita mentre la memoria viene effettivamente allocata alle pagine del disco ciò ha portato a una certa confusione sull' utilizzo della cache della pagina in windows,le pagine della cache non sono necessariamente gestite allo stesso modo,33.2883,0.0524,0.0,2.0,0,0
quindi dov è il problema,e il problema dov e,80.4762,0.75,0.8571,66.9,0,0
dal 1998 al 2003 è stato direttore ospite principale della new york philharmonic,dal 1998 e stato direttore della new york philharmonic e dal 2003 al 2003,40.8598,0.5877,0.4,24.7,0,0
gli hakka han o in breve gli hakka sono cinesi han che parlano la lingua hakka e hanno sede nelle province del guangdong jiangxi e fujian in cina,gli hakka han sono un gruppo etnico han che parlano la lingua hakka e la lingua mandarino,31.5863,0.212,0.15,10.0,0,0
l uomo dunque non separi ciò che dio ha congiunto,l uomo non separi cio che dio ha congiunto,68.7837,0.6988,0.5882,38.6,0,0
l' isola di negros è stata poi divisa nelle province di negros oriental e negros occidental con un decreto reale eseguito dal governatore generale valeriano weyler il 1 ° gennaio 1890,negros e un comune francese del dipartimento di negros oriental e negros occidental creato nel 1890,35.3497,0.0752,0.08,4.9,0,0
questo può essere allentato e stretto a volontà e se l' animale vuole spremere attraverso un piccolo spazio può essenzialmente liquefare il suo corpo e versare nello spazio,questo puo essere risolto a volonta e se l'animale vuole spremere il suo corpo puo essenzialmente spremere lo spazio libero,14.053,0.1471,0.1739,3.8,0,0
le esibizioni dal vivo di fall on black days si possono trovare nei singoli black hole sun e fall on black days,fall on black fubben sunday e fall of black hanno avuto successo e sono stati pubblicati per la prima volta su black hole sunday,32.4104,0.1488,0.1053,4.7,0,0
più tardi quando il cliente vuole contattare alcune ss può utilizzare questo biglietto per ottenere biglietti aggiuntivi per ss senza ricorrere all' uso del segreto condiviso,di solito le ss vanno con alcune donne per ottenere i loro biglietti tuttavia alcune ss non possono usarlo,24.8932,0.1105,0.0571,4.8,0,0
e questo non sarebbe un dramma,ma non e un dramma,73.8095,0.75,0.5714,30.2,0,0
la lingua è anche una delle tante lingue ufficiali in india,la lingua e anche una delle lingue ufficiali dell'india,30.4754,0.3758,0.375,13.5,0,0
l' eccezione principale a questo è l' effetto isotopo cinetico a causa delle loro masse più grandi gli isotopi più pesanti tendono a reagire un po più lentamente degli isotopi più leggeri dello stesso elemento,gli isotopi piu pesanti di questi isotopi sono l'opposto di un isotopo,29.227,0.2287,0.08,6.8,0,0
era tutto organizzato,era organizzato organizzato ed organizzato,23.3333,0.3125,0.0,12.7,0,0
so tomé e prncipe ufficialmente la repubblica democratica di so tomé e prncipe è una nazione insulare di lingua portoghese nel golfo di guinea al largo della costa equatoriale occidentale dell' africa,so tome e un paese insulare nel golfo di guinea,40.0453,0.4125,0.3333,21.2,0,0
il mare è delimitato da corsica e sardegna toscana lazio campania basilicata calabria e sicilia,il mare e circondato da corsica e sardegna,21.0904,0.2508,0.25,7.8,0,0
la pasticceria era di una donna molto sorridente di nome clara che era una fanatica dei dolci,la pasticceria era di una donna molto sorridente di nome clara,45.8717,0.6392,0.7692,58.0,0,0
nel corso della riforma amministrativa di berlino del 2001 è stata fusa con l' ex distretto di wilmersdorf diventando parte di un nuovo distretto chiamato charlottenburg-wilmersdorf,dal 2001 il vecchio distretto di wilmersdorf e stato fuso con un altro distretto chiamato charlottenburg - wilmerdorf,43.8329,0.1556,0.0,2.6,0,0
anche durante lo spettacolo di reunion il concorrente jerri manthey tentò di inserirsi nella discussione tra tom buchanan e mariano,anche se jerri manthey ha cercato di inserirsi nella discussione tra tom buchanan e mariano,57.6609,0.305,0.3137,10.9,0,0
ma è la verità,ma e questa la verita,44.4444,0.1695,0.0,10.4,0,0
quindi questi teoricamente sono i tempi,ma questi sono i tempi,63.8889,0.744,0.25,26.9,0,0
anche qui però casca l asino,anche qui casca l asino,52.0833,0.5111,0.25,23.6,0,0
l html è attivo i bbcode è attivo ciao a tutti,l html e attivo i bbcode e attivo bello,24.4066,0.625,0.4286,23.4,0,0
nel 1887 studiò l' opuscolo la lingua internazionale del dr esperanto introduzione e grammatica completa pubblicato nello stesso anno da ludwik l. zamenhof che delineava l' ambizioso progetto linguistico di zamenhof che presto sarebbe diventato noto con il nome   esperanto impressionato dalla struttura trasparente dell' esperanto e dalla sua capacità di espressione che pensò poteva essere raccolto sorprendentemente rapidamente grabowski viaggiò a varsavia,nel 1887 ha imparato l'uso della lingua esperanto,55.4754,0.1613,0.0,6.6,0,0
non lo davamo per scontato,non dobbiamo dare niente per scontato,100.0,0.9977,1.0,100.0,0,0
allo stesso tempo entrò in uso il titolo di lord mayor della city di londra in parte per evitare confusione con il sindaco di londra,allo stesso tempo entro in uso il titolo di lord mayor della city di londra in modo che non era confusa con il sindaco di londra,44.5842,0.3193,0.1778,12.2,0,0
dunque qual è il vantaggio,dov e dunque il vantaggio,43.6508,0.2,0.0,12.7,0,0
il gautama buddha quindi è il buddha di questa era che ha insegnato direttamente o indirettamente a tutti gli altri buddha in esso,il gautama buddha e il buddha di questa era il buddha,44.7276,0.1832,0.1429,8.3,0,0
zurzach è un distretto del cantone svizzero di argovia con la capitale amministrativa di zurzach,zurzach e un distretto del cantone di argovia in svizzera,38.4425,0.4429,0.3158,23.8,0,0
mullen è il principale   skate double per christian slater nel film del 1989 gleaming the cube,mullen e il migliore skate doubles per christian slater,27.5205,0.0741,0.1111,2.1,0,0
questa è una cosa tremendamente banale,e una cosa tremenda,73.75,0.6009,0.6667,46.3,0,0
accra è la capitale e la città più popolosa del ghana una nazione sulla costa della regione occidentale dell' africa la città funge anche da capitale della regione della grande accra e del distretto metropolitano di accra con il quale è cotermininous,accra e la capitale dell'africa centrale,38.2784,0.4259,0.2,18.0,0,0
nel 1970 selangor cedette la città di kuala lumpur al governo federale putrajaya divenne anche un territorio federale nel 2002,selangor diede la sua citta di kuala lumpur al governo federale nel 2002,37.1474,0.2467,0.1111,6.2,0,0
il partito tornò il 18 dicembre e saggiamente mantenendo più ad ovest ha avuto un viaggio più facile,il partito torno il 18 dicembre e saggiamente mantenuto un viaggio piu facile,46.446,0.3655,0.2759,15.1,0,0
"a 7,5 cm è tra i più piccoli degli eremiti",e tra i piu piccoli degli eremiti,39.1667,0.1597,0.0952,4.0,0,0
mindanao è la seconda isola più grande e più orientale delle filippine,mindanao e una delle filippine,59.7817,0.269,0.1667,8.7,0,0
ma fosse solo qui il problema,ma qui e il problema,65.4762,0.5111,0.2857,23.6,0,0
con questo cosa voglio dire,con questa cosa voglio dire,51.5741,0.6356,0.4444,35.0,0,0
sì e no fu la risposta,la risposta e stata no,70.8333,0.5471,0.2222,18.0,0,0
non ci sono parole,non ci sono altre parole,100.0,0.996,1.0,100.0,0,0
che cosa dovrebbe essere successo,che cosa e successo esattamente,70.8333,0.6313,0.2857,25.4,0,0
nortonville è una città degli stati uniti d' america nella contea di hopkins,nortonville e una citta dell'oklahoma negli stati uniti,42.423,0.5011,0.2667,20.6,0,0
così non è naturalmente,cosi non puo piu essere,52.381,0.2,0.0,12.7,0,0
quando endemol usa e nbc lo adattarono al mercato americano nel 2001 cambiarono il nome in fear factor,endemol usa e nbc ha cambiato il suo nome in fear factor nel 2001,52.4172,0.5556,0.4706,23.9,0,0
ne faremo a meno,possiamo far - ne a meno,74.7619,0.7353,1.0,32.5,0,0
quando l' uragano epsilon si formò come tempesta tropicale il 29 novembre fu la prima volta che 27 tempeste tropicali o subtropicali si erano formate nell' atlantico durante una stagione degli uragani,quando l'uragano epsilon si formo il 29 novembre fu la prima volta che un uragano si formasse nell'oceano atlantico durante una stagione degli uragani subtropicali,56.4463,0.5004,0.4561,31.3,0,0
sì e vorrei che ne nascesse una al giorno,ne nascera una sola al giorno,53.1746,0.6189,0.2222,19.3,0,0
il giudizio complessivo è buono e più che positivo,il giudizio complessivo e buono,47.6389,0.75,0.5714,42.7,0,0
canton è stata la casa adottata del presidente william mckinley,canton e stata la casa del presidente william mckinley,64.1003,0.4395,0.4545,28.0,0,0
in canada le dimensioni della carta degli stati uniti sono uno standard de facto,in canada le dimensioni della carta sono standard,39.9306,0.3574,0.1905,7.2,0,0
l’ ave maria o ave maria in latino è stata messa in musica numerose volte,l'ave maria e una canzone messa in latino,26.082,0.04,0.2105,3.3,0,0
esprime pertanto sugli emendamenti il medesimo parere del relatore,esprime un parere contrario sul relatore,47.9167,0.1449,0.0,8.2,0,0
georgetown è una città della contea di vermilion illinois stati uniti,georgetown e una citta dell'illinois negli stati uniti,39.4441,0.4551,0.5333,20.6,0,0
pensò di volare sopra i tetti della città,penso di volare sopra i tetti della citta,46.485,0.2616,0.3448,10.4,0,0
richiesta una buona conoscenza della lingua inglese,e richiesta una buona conoscenza della lingua inglese,66.6667,0.8737,0.9231,84.1,0,0
e questo non può essere un caso,non puo essere un caso,35.1852,0.75,0.5,42.7,0,0
apple sviluppa il proprio sistema operativo per funzionare su mac mac os x l' ultima versione è mac os x v10.6 snow leopard apple sviluppa anche in modo indipendente titoli di software per computer per il suo sistema operativo mac os x.,apple os e stato creato per la prima volta da apple inc nel 1984,31.9662,0.0568,0.0,2.5,0,0
saint-quentin è una sottoprefettura dell' aisne anche se saint-quentin è di gran lunga la città più grande di aisne la capitale è la terza città più grande laon,saint - quentin aisne e la capitale e la terza citta piu grande della francia,51.1285,0.0833,0.2353,2.6,0,0
la risposta alla prima domanda è dunque positiva,alla prima domanda la risposta e positiva,61.1111,0.6914,0.5455,30.7,0,0
non si può tornare a casa,non puo piu tornare a casa,55.5556,0.6189,0.2222,19.3,0,0
nitra è anche una delle città più antiche della slovacchia e il primo centro politico e culturale del paese,nitra e una delle citta piu antiche della slovacchia,38.8889,0.625,0.4,23.4,0,0
c è l uno e l altro,era l una e l altro insieme,100.0,0.9985,1.0,100.0,0,0
clara pensò che fosse uno dei cigni,clara penso che era uno dei cigni,58.1385,0.4147,0.6,20.5,0,0
è uno dei quartetti d' archi più longevi del mondo che segna la sua stagione del 60 ° anniversario nel 2005,e uno dei quartetti d'archi piu lunghi del mondo e un gran numero di quartetti per la sua prima stagione nel 2005,27.8746,0.1404,0.1786,4.3,0,0
oggi poi cos è la bellezza,che cos e la bellezza,40.4762,0.75,0.5714,30.2,0,0
alla sfida dell' immunità la mina ha costruito la piramide del cranio più velocemente di casaya rompendo finalmente la loro striscia perdente e vincendo l' immunità,alla sfida dell'immunita la mina ha costruito la piramide del cranio piu velocemente di casaya rompendo la loro striscia vincente,37.4201,0.567,0.5641,44.5,0,0
la triste verità è proprio questa,la verita e questa,44.8611,0.102,0.0,12.4,0,0
deve dir- le una cosa,le devo dire una cosa,71.6667,0.6313,0.25,25.4,0,0
comunque vediamo cosa si può fare,vediamo che cosa possiamo fare,22.6389,0.3319,0.1818,13.0,0,0
produce le foglie conosciute come foglie di curry o foglie di sweet neem,ha le foglie conosciute come foglie di curry o foglie di neema,32.0108,0.4811,0.4615,33.6,0,0
cornish è una città degli stati uniti d' america nella contea di york,cornish e una citta degli stati uniti d'america,22.1474,0.0588,0.0,1.9,0,0
proprio come con il resto del mondo arabo gli ebrei di lingua araba avevano dialetti diversi a seconda di dove vivevano,proprio come la maggior parte del mondo arabo i paesi di lingua araba avevano dialetti diversi a seconda di dove vivevano,16.7402,0.5073,0.381,28.8,0,0
le sorprese qui non finiscono mai,le sorprese non finiscono mai,71.3889,0.7938,0.75,66.9,0,0
emanuele e luisa afferrarono ognuno un palo di metallo e iniziarono a spingerli dritti verso l’ alto per tirare su il tendone,emanuele e luisa presero ognuno un palo di metallo e iniziarono a spingerli dritto verso l ’ alto per tirare su il tenda,51.4044,0.7522,0.6,43.8,0,0
la strada è suggestiva ma strettissima,la strada e facile ma particolare,48.4722,0.0833,0.0,8.1,0,0
proprio questo è esattamente il punto,questo e il vero punto,63.4127,0.6356,0.5,35.0,0,0
questo non ha cambiato il nome della città anche se la città è cotermininous con il distretto e in legge il consiglio comunale è anche la   corporation of londonderry o più formalmente il   mayor assessori e cittadini della città di londonderry la forma   londonderry viene utilizzato per la città postale dalla royal mail tuttavia l' uso di derry garantirà ancora la consegna,la citta di londonderry e anche la piu grande citta della citta,52.4285,0.1075,0.0,4.0,0,0
la descrizione di baum del kansas in the wonderful wizard of oz si basa sulle sue esperienze nel sud dakota,il gatto del kansas e un libro scritto da baum del kansas,45.1307,0.0781,0.0,2.3,0,0
l mtr è stato immediatamente popolare tra i residenti di hong kong di conseguenza sono state costruite linee successive per coprire più territorio ci sono continui dibattiti su come e dove espandere la rete mtr,mtr e popolare tra i residenti di hong kong,39.6746,0.1481,0.0526,1.1,0,0
la risposta è tecnicamente no,la risposta e stata no,53.5317,0.75,0.5714,30.2,0,0
e così il cerchio si chiude,cosi il cerchio e chiuso,57.5397,0.3178,0.2222,17.5,0,0
le cose però non starebbero così,le cose non stanno cosi,83.5317,0.7938,0.75,66.9,0,0
egli formò società aprì cappelle esaminò e commissionò predicatori amministrò enti di beneficenza prescrisse per i malati aiutò a pioniere l' uso di scosse elettriche per il trattamento della malattia scuole sovrintendenti e orfanotrofi e ricevette almeno 20.000 sterline per le sue pubblicazioni ma ne usò poco per se stesso,ha creato societa di beneficenza ha fondato chiese di beneficenza aiuto l'uso della malattia nelle opere di beneficenza e ha ricevuto almeno 20. 000 dollari,37.4196,0.2171,0.12,5.0,0,0
non scandalosa è la stessa cosa,non e la stessa cosa,61.5741,0.6356,0.5,35.0,0,0
è abrogata altresì ogni disposizione contraria o incompatibile con la presente legge,e abrogata ogni altra disposizione incompatibile con la presente legge,68.5111,0.8723,0.75,58.1,0,0
tuttavia senza le risorse che i suoi alleati potrebbero contribuire o rinforzi da cartagine annibale non potrebbe fare ulteriori guadagni significativi,tuttavia con le risorse che ha contribuito a creparsi altri giocatori di carta annibale non potrebbe fare piu di questi giochi,34.6182,0.3128,0.1081,5.9,0,0
b beh è sotto gli occhi di tutti,e stato sotto gli occhi di tutti,81.1869,0.8552,0.9091,80.9,0,0
cecilia colledge ha eseguito un giro biellmann di una mano da un giro di layback ai campionati mondiali di pattinaggio di figura del 1937,cecilia colledge e una pattinatrice di ghiaccio americana che ha eseguito un giro biellmann di una mano all'indietro,33.2656,0.2939,0.1481,6.4,0,0
domani poi si dovrà votare in parlamento il rifinanziamento della missione italiana in iraq,domani dovra nuovamente votare in parlamento il rifinanziamento della missione italiana in iraq,45.4305,0.7282,0.381,24.7,0,0
ma c è sempre una prima volta,ma ahime c e sempre una prima volta,43.2828,0.6048,0.3636,22.1,0,0
dov è l altro tuo compagno,dov e il tuo compagno,69.504,0.75,0.5714,42.7,0,0
i tre principali affluenti san juan trabuco e bell creeks hanno tutte origine nelle montagne di santa ana,i tre principali affluenti che portano a santa ana sono a monte juan trabuco e bell creek,33.1151,0.1914,0.0465,3.2,0,0
perché non sarebbe quello il problema,non e l unico problema inoltre,63.8889,0.0833,0.0,8.1,0,0
e oggi com è la situazione,com e la situazione economica,45.1389,0.75,0.5714,42.7,0,0
luca bucci è un portiere di calcio italiano in pensione,luca bucci e un ex calciatore italiano,44.709,0.7311,0.4,19.6,0,0
persino gli alberi sembravano grigi in questo clima invernale scuro e freddo,persino gli alberi sembravano grigi in questo clima freddo e freddo,35.129,0.837,0.7619,67.7,0,0
il suo appartamento dal 1841 1857 è ora conservato come la maison d' auguste comte e si trova a 10 rue monsieur le-prince nel 6 ° arrondissement di parigi,il suo appartamento e ora chiamato la maison d'auguste comte e situato a 10 rue da parigi,25.331,0.3942,0.4,11.6,0,0
questa è la situazione ad oggi,com e la situazione attuale,21.9841,0.1471,0.2222,14.3,0,0
feuchy è un comune francese del dipartimento del pas de-calais nella regione del nord-pas de-calais,feuchy e un comune francese situato nella regione nord - pas de - calais nel dipartimento di pas de nord della francia,53.2956,0.5481,0.6667,17.4,0,0
le salamandre asiatiche sono salamandre primitive trovate in tutta l' asia e nella russia europea,le salamandre asiatiche sono specializze agricole trovate in tutto il mondo,46.5236,0.215,0.2308,14.4,0,0
non facciamo niente di male,ma non volevo far del male,100.0,0.9977,1.0,100.0,0,0
tuttavia c è un altro aspetto ancora più inquietante,un altro aspetto e ugualmente inquietante,36.9444,0.4907,0.4444,30.2,0,0
ma lo sapete qual è il problema,vuoi sapere qual e il problema,48.8095,0.8067,0.6667,38.0,0,0
ognuno di noi ha un idea,ognuno di noi ha un idea,41.6667,0.5011,0.2222,18.0,0,0
la storia non si fa né con i se né con i ma,ma la storia non si fa con i se,62.1429,0.8179,0.5714,46.7,0,0
e quella potrebbe essere una via d uscita,e solo una via d uscita,65.7407,0.6615,0.6667,50.8,0,0
disse che susanna stava semplicemente giocando e che sofia non si doveva agitare,disse che susanna stava semplicemente giocando e che sofia non si doveva agitare,41.9048,0.4224,0.2609,10.7,0,0
si passa all esame di un emendamento all articolo 2,passa all esame degli emendamenti all articolo 2,100.0,0.999,1.0,100.0,0,0
l' inchiostro viene successivamente reso visibile con metodi diversi a seconda del tipo di inchiostro invisibile utilizzato,l'inchiostro puo essere fatto mescolando diversi tipi di inchiostro,42.7417,0.037,0.0816,0.3,0,0
ma non potrebbe dir- si il contrario,ma non possiamo dire il contrario,72.0238,0.7353,0.4444,32.5,0,0
svolge con continuità attività didattica dal 1992,svolge con continuita attivita didattica dal 1992,36.6162,0.3587,0.1538,11.7,0,0
egli ha anche dato una lista di lamentele del popolo inglese e ha dichiarato che la sua spedizione proposta era al solo scopo di avere   un parlamento libero e legale riunito,ha anche dato una lista di lamentele del popolo inglese e ha detto che la sua spedizione proposta era per avere un parlamento libero,48.7983,0.6328,0.5106,40.0,0,0
cercheremo di dar- gli una mano,cerco di dare una mano,86.1111,0.7938,0.75,66.9,0,0
il confuso bartolo è pacificato dal fatto di poter conservare la dote di rosina,il confusa bartolo e pacificato dal fatto di poter ereditare la dote di rosina,48.2244,0.356,0.2222,17.1,0,0
di chi sono allora le responsabilità,di chi sono le maggiori responsabilita,83.7963,0.83,0.8,76.0,0,0
57 sostituire il comma 3 con il seguente 3,i commi da 57 a 3 sono sostituiti con i seguenti 3,100.0,0.9997,1.0,100.0,0,0
rdiger abramczik è un ex calciatore e allenatore di calcio tedesco meglio conosciuto per la sua capacità di attraversare la palla,rdiger abram e un ex calciatore tedesco,52.3901,0.6914,0.5455,43.5,0,0
gli animatori hanno anche visitato lo zoo di los angeles,gli animatori hanno anche visitato lo zoo di los angeles,57.2487,0.4529,0.3846,25.0,0,0
kiswahili è la parola swahili per la lingua swahili e questo è anche a volte usato in inglese,il kiswahili e una lingua swahili,66.3194,0.4046,0.1818,13.8,0,0
come si partecipa alla campagna,come si puo partecipare alla campagna,72.0238,0.7353,0.4444,32.5,0,0
la stazione ferroviaria di clapham junction si trova vicino a st john 's hill nel sud ovest di battersea nel quartiere londinese di wandsworth,la stazione ferroviaria di clapham junction si trova vicino a st john's hill nel sud ovest di londra,31.7991,0.4236,0.2941,29.3,0,0
come gli è venuta l idea,come gli e venuta questa idea,17.3611,0.2941,0.0,10.7,0,0
dopo che ashikaga yoshimasa ottavo shogun dello shogunato muromachi perse interesse per la politica sua moglie hino tomiko governò in gran parte al suo posto,dopo che ashika yoshimasa si interesso alla politica sua moglie hino tomiko si uni a lei come ministro della guerra,32.4897,0.1925,0.0588,4.6,0,0
una scopa è uno strumento di pulizia che ha avuto anche altri usi ad esempio magici e punitivi,una scopa e uno strumento di pulizia,19.2901,0.3778,0.3478,9.2,0,0
di cosa si tratta esattamente,di che cosa si tratta,100.0,0.996,1.0,100.0,0,0
questo è un regalo fantastico,e stato un tuo regalo,34.7222,0.2,0.0,12.7,0,0
in realtà non è così,la realta non e cosi,29.1667,0.0735,0.0,7.2,0,0
e non era nemmeno la prima volta,per alcuni non e la prima volta,78.6574,0.8413,0.7273,41.1,0,0
non farei la stessa cosa,non potevo fare la stessa cosa,66.6667,0.625,0.4,32.5,0,0
più recentemente ha pubblicato su nin.com che ci si può aspettare nuovo materiale da nine inch nails nel 2010 così come qualcosa che non è nine inch nails,nine inch nails o nin e il nome di alcune canzoni delle canzoni di nine nails,62.0564,0.1739,0.16,9.8,0,0
l' lp aveva una copertina 3d stampata appositamente e venne fornito con gli occhiali da vista 3d di zutons che molti fan hanno poi indossato per i loro concerti,l'lp aveva anche una copertina 3d di zutons,34.0447,0.0728,0.1379,3.6,0,0
himno nacional significa inno nazionale in spagnolo,himno nacional significa inno nazionale in spagnolo,43.5606,0.2641,0.2222,6.8,0,0
i romanzi di austen apparvero in alcuni paesi europei subito dopo la loro pubblicazione in gran bretagna a partire dal 1813 con una traduzione francese di orgoglio e pregiudizio seguita rapidamente da edizioni tedesche danesi e svedesi,i libri di austen apparvero in alcuni paesi europei subito dopo la loro pubblicazione nel 1813 con una traduzione francese di orgoglio e pregiudizio seguita rapidamente da edizioni tedesche e svedesi,49.7151,0.5212,0.4262,37.9,0,0
cuocer- li per 10 minuti a 220°,cuocere per 10 minuti a 220°,50.463,0.625,0.4,32.5,0,0
la ringrazio anticipatamente per la risposta,la ringrazio moltissimo per le sue preziose risposte,54.1667,0.2113,0.1538,12.2,0,0
è anche sconosciuto quali specie di meduse possono causare la sindrome di irukandji a parte carukia barnesi e malo reni,e anche conosciuto come il sindrome di irukandji,40.1307,0.102,0.0,5.1,0,0
apparentemente cade attraverso il terreno in una stanza sotto ora indossa una maschera,in una stanza sotto il terreno appare una maschera sotto il pavimento ora indossa una maschera,32.0687,0.1786,0.2353,14.7,0,0
uscito il 4 febbraio 1997 è stato il seguito degli smash di grande successo e anche la prima collaborazione della band con il produttore discografico dave jerden,e stato rilasciato il 4 febbraio 1997 ed e stato il primo album della band con il produttore discografico dave jerden,51.7807,0.3818,0.3529,19.1,0,0
questi pazienti notano prima difficoltà a parlare chiaramente,questi pazienti notano prima difficolta a parlare,23.7714,0.5646,0.3077,17.0,0,0
i recensori hanno notato che il coro ha una somiglianza con il singolo dei rubinoos del 1979 i wanna be your boyfriend in cui cantano hey hey you you i wanna be your boyfriend simile a hey hey you you i ould be your girlfriend in girlfriend,hey hey you knowles in mangalore e il nome dato a questa canzone in quanto hey you e ricordato per la canzone hey you you's be your girlfriend in cui si riferisce a una ragazza di nome hey you,39.779,0.152,0.1013,5.0,0,0
saint tienne du-grès è un comune francese situato nel dipartimento di bouches du-rh ne nella regione della provenza-alpi-costa azzurra,saint tienne du - gres e un comune di 10. 251 abitanti situato nella regione provenza - alpi - costa azzurra nel dipartimento di bouches du - rhne nel sud della francia,53.5625,0.7151,0.7037,29.5,0,0
anche questo è un assurdo,questo e un vero assurdo,36.1111,0.2,0.0,12.7,0,0
le regole ufficiali degli scacchi sono mantenute dalla world chess federation,le regole ufficiali degli scacchi sono mantenute dalla world chess federation,53.1019,0.2714,0.2727,4.7,0,0
il 5 giugno 2006 a seguito del referendum in montenegro l assemblea nazionale della serbia ha dichiarato la repubblica di serbia di essere il successore legale dell   unione di stato di serbia e montenegro serbia e montenegro sono diventati nazioni separate,la serbia ha dichiarato la sua indipendenza il 5 giugno 2006 in montenegro serbia e montenegro,33.3585,0.121,0.0,3.2,0,0
non ci sono dubbi su questo,su questo non ci possono essere molti dubbi,100.0,0.999,1.0,100.0,0,0
volare sopra la sua città o correre sul mare insieme ai delfini o addirittura viaggiare nelle profondità dello spazio,volare sopra la sua citta o correre sul mare insieme ai delfini o alla scoperta dello spazio,45.4413,0.6333,0.5294,45.1,0,0
la sua risposta a quello che voleva fare dopo che suo marito ha lasciato l' ufficio era ritorno all' indipendenza anche se aveva brevemente intrattenuto il pensiero di vivere a washington dopo il 1953,la risposta a quello che voleva fare e ritorno all'ufficio era ritorno a washington dopo il 1953,41.2129,0.2459,0.1702,10.2,0,0
qual è stata la cosa peggiore,quali sono state le cose principali,30.6944,0.0,0.0,4.1,0,0
sciogliere il lievito nell acqua tiepida,sciogliere bene il lievito in acqua tiepida,72.8241,0.6914,0.5,30.7,0,0
è l' insegnamento che come conseguenza della caduta dell' uomo ogni persona nata nel mondo è asservita al servizio del peccato e a parte la grazia efficace o preveniente di dio è assolutamente incapace di scegliere di seguire dio o di accettare la salvezza come è offerta liberamente,e l'insegnamento che per la caduta dell'uomo ogni persona nata nel mondo e a parte la grazia efficace di dio non puo essere in grado di prendere la salvezza come e offerta liberamente,37.1383,0.3082,0.3243,8.2,0,0
il film anche se un sequel è stato creato senza il supporto o l' input di don bluth in quanto mgm possiede tutti i diritti sul film originale,il film e stato creato senza il permesso di don bluth e mgm ha tutti i diritti sul film originale,45.1176,0.4734,0.2778,12.7,0,0
la contea di pinellas è una contea dello stato della florida,la contea di pinellas e una contea dello stato della florida negli stati uniti,51.5146,0.9269,0.88,78.3,0,0
questo è il buon momento,era davvero il buon momento,25.5952,0.2,0.0,12.7,0,0
la situazione di certo non migliorava,ma la situazione non migliora,86.1111,0.7938,0.75,66.9,0,0
adliswil è un comune del canton zurigo in svizzera situato nel distretto di horgen,adliswil e un comune del distretto di horgen nel cantone di zurigo,63.7229,0.7947,0.7826,70.0,0,0
questo può essere fatto in due modi,puo essere fatto in due modi,44.4444,0.4907,0.4,30.2,0,0
le espongo brevemente la mia situazione,brevemente spiego la mia situazione,51.1111,0.5889,0.5,39.8,0,0
è più comunemente servito au jus cioè con poche once di succo di manzo raccolte durante la cottura,e piu comunemente servito au jus cioe con poche once di succo di manzo raccolte durante la cottura,36.9934,0.1615,0.0435,2.9,0,0
la coda è folta lunga e affusolata,la sua coda e lunga e affusolata,57.8241,0.6914,0.5455,30.7,0,0
il franchise è stato rinominato in houston 1836 poi a houston dynamo,la squadra e stata rinominata houston 1836,48.5714,0.0752,0.0,2.9,0,0
questo stile si è sviluppato completamente e lagasse è diventato più confortevole quando è stato aggiunto un pubblico in studio dal vivo nel passaggio da essence of emeril a emeril live,lo stile e stato sviluppato completamente e trasformato in un luogo in cui e stato aggiunto un pubblico in studio dal vivo dal vivo,30.63,0.0,0.0,0.8,0,0
fu fondato da marie curie e claudius regaud e riconosciuto di utilità pubblica nel 1921 institut curie era stato fondato secondo la volontà di marie curie con la sua missione di trattamento medico del cancro,e stato creato da marie curie e claudius regaud,52.3497,0.283,0.2609,13.0,0,0
ora le domande sono le seguenti 1,le domande sono state 1,52.7778,0.535,0.2222,20.8,0,0
javanese è parlato in java centrale e orientale così come sulla costa nord di java occidentale,il javanese e parlato in java occidentale e nella zona nord occidentale di java,42.7489,0.1299,0.0,3.4,0,0
è il settimo gioco della serie metroid un sequel diretto di metroid prime e il primo gioco della serie con una funzione multiplayer,e il settimo gioco della serie metroid prime,32.2668,0.2388,0.125,8.4,0,0
il resto del tempo della servitù era dedicato alla cura dei propri campi colture e animali per provvedere alla propria famiglia,il resto del tempo della servitu era dedicato alla cura dei propri campi colture e animali per provvedere alla propria famiglia,52.8218,0.7407,0.4848,34.8,0,0
sui gusti ovviamente non si discute,ma non si discute sui gusti,52.0833,0.5011,0.2222,18.0,0,0
ma è la stessa cosa ovunque,e esattamente la stessa cosa,72.619,0.5154,0.6,36.7,0,0
sì è il primo passo,e solo il primo passo,79.3651,0.7938,0.8571,66.9,0,0
